Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Equity Only Funding,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Description,Organization Industries,Organization Location,Organization Website,Funding Status,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Diversity Spotlight (US Headquarters Only),Investor Names,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series B - Peaxy,https://www.crunchbase.com/funding_round/peaxy-series-b--0085a631,Peaxy,https://www.crunchbase.com/organization/peaxy,Series B,12000000,USD,12000000,2023-07-13,Early Stage Venture,Yes,,,,Peaxy helps companies unlock the value of their industrial data.,"Analytics, Artificial Intelligence (AI), Big Data, CleanTech, Data Integration, Enterprise Software, Machine Learning, Predictive Analytics, SaaS, Software","San Jose, California, United States, North America",https://www.peaxy.net,Early Stage Venture,$1M to $10M,44000000,USD,44000000,3,,,,,,"57,130"
Venture Round - Circus Group,https://www.crunchbase.com/funding_round/circuskitchens-series-unknown--b4650942,Circus Group,https://www.crunchbase.com/organization/circuskitchens,Venture - Series Unknown,9000000,EUR,9876522,2023-11-29,,Yes,,,,Disrupting food-service operations with the use of AI robotics and proprietary software solutions.,"Artificial Intelligence (AI), Manufacturing, Robotics","Hamburg, Hamburg, Germany, Europe",https://www.circus-group.com/,IPO,,26900000,EUR,28967988,4,,,,,,"57,727"
Series A - BeeKeeperAI,https://www.crunchbase.com/funding_round/beekeeperai-series-a--f38760a7,BeeKeeperAI,https://www.crunchbase.com/organization/beekeeperai,Series A,12100000,USD,12100000,2023-06-27,Early Stage Venture,Yes,,,,BeeKeeperAI is a zero trust collaboration platform protecting both algorithm IP and regulated data.,"Artificial Intelligence (AI), Software","San Francisco, California, United States, North America",https://www.beekeeperai.com/,Early Stage Venture,$1M to $10M,12100000,USD,12100000,1,Women Founded,"AIX Ventures, Continuum Health Ventures, Icahn School of Medicine at Mount Sinai, Sante Ventures, TA Group Holdings, UCSF Foundation Investment Company",Sante Ventures,6,2,"58,261"
Series C - Leverage Edu,https://www.crunchbase.com/funding_round/leverage-edu-series-c--49749286,Leverage Edu,https://www.crunchbase.com/organization/leverage-edu,Series C,25000000,USD,25000000,2023-07-03,Late Stage Venture,Yes,125000000,USD,125000000,AI-enabled marketplace designed to help students with their higher education and career growth plans,"Artificial Intelligence (AI), Career Planning, EdTech, Education, Higher Education, Internet, Marketplace","New Delhi, Delhi, India, Asia",http://www.leverageedu.com,Late Stage Venture,$100M to $500M,73773326,USD,73773326,10,,"Blume Ventures, DSG Consumer Partners, Educational Testing Service (ETS), Kaizenvest",Educational Testing Service (ETS),4,,"58,227"
Series A - Humanly.io,https://www.crunchbase.com/funding_round/humanly-edfc-series-a--cba59bb2,Humanly.io,https://www.crunchbase.com/organization/humanly-edfc,Series A,12000000,USD,12000000,2023-06-15,Early Stage Venture,Yes,,,,Humanly.io is a conversational AI that engages with every single candidate.,"Artificial Intelligence (AI), Human Resources, Machine Learning, Recruiting, SaaS, Software","Seattle, Washington, United States, North America",https://humanly.io/,Early Stage Venture,$1M to $10M,23213303,USD,23213303,8,,"Chaos Ventures, Drive Capital, Spark Growth Ventures",Drive Capital,3,1,"58,452"
Series A - Reka AI,https://www.crunchbase.com/funding_round/reka-ai-series-a--923eec91,Reka AI,https://www.crunchbase.com/organization/reka-ai,Series A,60000000,USD,60000000,2023-06-27,Early Stage Venture,Yes,242000000,USD,242000000,Reka AI is an AI research and product company to advance science and build generative AI models.,"Artificial Intelligence (AI), Generative AI, Information Technology, Software","Sunnyvale, California, United States, North America",https://reka.ai,Early Stage Venture,$1M to $10M,60000000,USD,60000000,1,,"DST Global, Nat Friedman, Radical Ventures, Snowflake Ventures","DST Global, Radical Ventures",4,1,"58,507"
Corporate Round - Pony.ai,https://www.crunchbase.com/funding_round/pony-ai-corporate-round--6a48660e,Pony.ai,https://www.crunchbase.com/organization/pony-ai,Corporate Round,139000000,USD,139000000,2023-08-07,,Yes,,,,Pony.ai develops autonomous vehicle technology using artificial intelligence.,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Transportation","Fremont, California, United States, North America",https://www.pony.ai,Late Stage Venture,$100M to $500M,1332000000,USD,1332000000,10,,GAC Toyota Motor,GAC Toyota Motor,1,,"58,567"
Series B - Captions,https://www.crunchbase.com/funding_round/captions-series-b--7ae8be62,Captions,https://www.crunchbase.com/organization/captions,Series B,25000000,USD,25000000,2023-06-22,Early Stage Venture,Yes,225000000,USD,225000000,Captions is your AI-Powered Creative Studio,"Artificial Intelligence (AI), Content Creators, Mobile Apps, Software, Video Editing","New York, New York, United States, North America",https://www.captions.ai,Early Stage Venture,$1M to $10M,40000000,USD,40000000,3,,"Andreessen Horowitz, Kleiner Perkins, Sequoia Capital, SV Angel",Kleiner Perkins,4,3,"58,640"
Seed Round - Griptape,https://www.crunchbase.com/funding_round/griptape-seed--521f75d5,Griptape,https://www.crunchbase.com/organization/griptape,Seed,12544141,USD,12544141,2023-09-14,Seed,Yes,,,,Griptape is an enterprise-grade Python framework that helps developers harness LLMs' potential.,"Artificial Intelligence (AI), Data Integration, Enterprise Software, Internet, Machine Learning","Seattle, Washington, United States, North America",https://www.griptape.ai/,Seed,$1M to $10M,14594141,USD,14594141,2,,,,,,"58,822"
Series B - DataExa,https://www.crunchbase.com/funding_round/dataexa-series-b--c6424e76,DataExa,https://www.crunchbase.com/organization/dataexa,Series B,100000000,CNY,13797861,2023-07-05,Early Stage Venture,Yes,,,,DataExa is a full-stack artificial intelligence empowerment platform.,Artificial Intelligence (AI),"Xiamen, Fujian, China, Asia",http://www.dataexa.com,Early Stage Venture,,700000000,CNY,99029799,4,,CICC,CICC,1,,"59,014"
Venture Round - Arturo,https://www.crunchbase.com/funding_round/arturo-inc-series-unknown--2d655769,Arturo,https://www.crunchbase.com/organization/arturo-inc,Venture - Series Unknown,13699999,USD,13699999,2023-09-12,,Yes,,,,Arturo is a deep learning enterprise platform that focuses on delivering accurate measurement and predictive data.,"Artificial Intelligence (AI), InsurTech, Machine Learning, Predictive Analytics, Property Management","Chicago, Illinois, United States, North America",https://www.arturo.ai,,$1M to $10M,46699999,USD,46699999,4,,,,,,"59,107"
Venture Round - Restor3d,https://www.crunchbase.com/funding_round/restor3d-series-unknown--a5087dc0,Restor3d,https://www.crunchbase.com/organization/restor3d,Venture - Series Unknown,17000000,USD,17000000,2023-09-12,,Yes,,,,Restor3d creates 3D-printed orthopedic implants using Artificial Intelligence and biomaterials to enhance personalized musculoskeletal care.,"3D Printing, Artificial Intelligence (AI), Biotechnology, Manufacturing, Medical Device","Durham, North Carolina, United States, North America",http://www.restor3d.com,Early Stage Venture,$50M to $100M,149715622,USD,149715622,9,,,,,,"59,397"
Seed Round - Sesame AI,https://www.crunchbase.com/funding_round/sesame-ai-seed--30aacb3a,Sesame AI,https://www.crunchbase.com/organization/sesame-ai,Seed,10124975,USD,10124975,2023-09-12,Seed,Yes,,,,Sesame AI is a technology company developing software and hardware products.,"Artificial Intelligence (AI), Consumer Electronics, Consumer Software, Software","Woodbury, New York, United States, North America",http://www.sesameai.com,Seed,,10124975,USD,10124975,1,,,,,,"59,266"
Venture Round - AI4Bhārat,https://www.crunchbase.com/funding_round/ai4bhārat-series-unknown--7b03bcb3,AI4Bhārat,https://www.crunchbase.com/organization/ai4bhārat,Venture - Series Unknown,12000000,USD,12000000,2023-07-10,,Yes,,,,"AI4Bhrat is focused on developing open-source language AI for Indian languages, including datasets, models, and applications.","Artificial Intelligence (AI), Open Source","Chennai, Tamil Nadu, India, Asia",https://ai4bharat.iitm.ac.in/,,,12000000,USD,12000000,1,,"Lightspeed Venture Partners, Peak XV Partners","Lightspeed Venture Partners, Peak XV Partners",2,,"60,394"
Series A - Treeswift,https://www.crunchbase.com/funding_round/treeswift-series-a--be42bd66,Treeswift,https://www.crunchbase.com/organization/treeswift,Series A,10811986,USD,10811986,2023-09-07,Early Stage Venture,Yes,,,,Treeswift utilizes robotic and machine learning technology to build forestry tools.,"Artificial Intelligence (AI), Environmental Engineering, Information Technology, Machine Learning, Robotics","Philadelphia, Pennsylvania, United States, North America",https://treeswift.com/,Early Stage Venture,$1M to $10M,21706976,USD,21706976,3,,,,,,"60,490"
Series A - Parrot,https://www.crunchbase.com/funding_round/parrot-tech-series-a--da44c9e9,Parrot,https://www.crunchbase.com/organization/parrot-tech,Series A,11000000,USD,11000000,2023-06-20,Early Stage Venture,Yes,,,,Parrot is an AI-first technology company empowering attorneys to get more from depositions.,"Artificial Intelligence (AI), InsurTech, Legal Tech, Machine Learning, Software","New York, New York, United States, North America",https://www.parrot.us/,Early Stage Venture,$10M to $50M,14250000,USD,14250000,3,,"Amplify Partners, XYZ Venture Capital","Amplify Partners, XYZ Venture Capital",2,1,"61,149"
Series A - Antidote Health,https://www.crunchbase.com/funding_round/med-beyond-series-a--4cc5fe09,Antidote Health,https://www.crunchbase.com/organization/med-beyond,Series A,13000000,USD,13000000,2023-11-30,Early Stage Venture,Yes,,,,Antidote Health offers an AI-based health platform that helps people receive proper medical treatment.,"Artificial Intelligence (AI), Health Care, mHealth, Wellness","New York, New York, United States, North America",https://www.antidotehealth.com,Early Stage Venture,Less than $1M,56000000,USD,56000000,7,Women Founded,,,,,"61,067"
Seed Round - Outbound AI,https://www.crunchbase.com/funding_round/conversationdriver-seed--185ea246,Outbound AI,https://www.crunchbase.com/organization/conversationdriver,Seed,16000000,USD,16000000,2023-06-21,Seed,Yes,,,,Outbound AI is Conversation AI built for healthcare.,"Artificial Intelligence (AI), Health Care, Information Technology, Medical, Software","Seattle, Washington, United States, North America",https://outbound.ai,Seed,$10M to $50M,23000000,USD,23000000,2,,"Alumni Ventures, Ascend, EPIC Ventures, KCRise Fund, Madrona, Pack Ventures, SpringRock Ventures, Tacoma Venture Fund","Alumni Ventures, Madrona, SpringRock Ventures",8,3,"61,110"
Venture Round - Revio,https://www.crunchbase.com/funding_round/neocova-series-unknown--37ab2257,Revio,https://www.crunchbase.com/organization/neocova,Venture - Series Unknown,10079574,USD,10079574,2023-09-06,,Yes,,,,Revio is a data analytics company that helps banks identify large revenue opportunities from existing customers.,"Analytics, Artificial Intelligence (AI), Business Intelligence, Financial Services, FinTech","Austin, Texas, United States, North America",https://www.getrevio.ai,Early Stage Venture,Less than $1M,22079574,USD,22079574,3,Women Founded,,,,,"61,378"
Series A - Engine Biosciences,https://www.crunchbase.com/funding_round/engine-biosciences-series-a--3d0d51cb,Engine Biosciences,https://www.crunchbase.com/organization/engine-biosciences,Series A,18000000,USD,18000000,2023-07-24,Early Stage Venture,Yes,,,,Engine Biosciences is a biotech company that applies machine learning to genomics for drug discovery.,"Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning","Singapore, Central Region, Singapore, Asia",http://www.enginebio.com,Early Stage Venture,$1M to $10M,103000000,USD,103000000,5,,"EDBI, Polaris Partners",,2,,"61,818"
Seed Round - LlamaIndex,https://www.crunchbase.com/funding_round/llamaindex-seed--6345249f,LlamaIndex,https://www.crunchbase.com/organization/llamaindex,Seed,8500000,USD,8500000,2023-06-06,Seed,Yes,,,,"LlamaIndex is a simple, flexible data framework for connecting custom data sources to large language models.","Artificial Intelligence (AI), Software","San Francisco, California, United States, North America",https://www.llamaindex.ai/,Seed,$1M to $10M,8500000,USD,8500000,1,,"Bob van Luijt, Greylock, Jack Altman, Joey Gonzalez, Lenny Rachitsky, Mathilde Collin, Raquel Urtasun",Greylock,7,1,"63,370"
Series A - Shakudo,https://www.crunchbase.com/funding_round/devsentient-series-a--3fa49169,Shakudo,https://www.crunchbase.com/organization/devsentient,Series A,9500000,CAD,7150077,2023-07-05,Early Stage Venture,Yes,,,,"Shakudo creates compatibility across the best-of-breed data tools for a more reliable, performant, and cost effective data stack.","Artificial Intelligence (AI), Machine Learning, Software","Toronto, Ontario, Canada, North America",https://shakudo.io/,Early Stage Venture,,13700000,CAD,10518566,2,,"Golden Ventures, GreatPoint Ventures, Parade Ventures, RTP Global",GreatPoint Ventures,4,2,"63,354"
Series A - Quandri,https://www.crunchbase.com/funding_round/quandri-series-a--7fc2abef,Quandri,https://www.crunchbase.com/organization/quandri,Series A,8500000,USD,8500000,2023-06-28,Early Stage Venture,Yes,,,,Quandri is a digital workers for insurance brokers & agencies.,"Artificial Intelligence (AI), Industrial Automation, Insurance, Machine Learning","Vancouver, British Columbia, Canada, North America",https://www.quandri.io/,Early Stage Venture,$1M to $10M,10066938,USD,10066938,2,,"Aviso Ventures, Defined, Defined Capital, FUSE, Good News Ventures, N49P, Rebellion Ventures",FUSE,7,1,"63,465"
Corporate Round - UnionDigital Bank,https://www.crunchbase.com/funding_round/uniondigital-bank-corporate-round--42b8f9f7,UnionDigital Bank,https://www.crunchbase.com/organization/uniondigital-bank,Corporate Round,900000000,PHP,16191710,2023-07-10,,Yes,,,,"UnionDigital Bank provides digital banking services to individuals and businesses to grow in the areas of Blockchain, Data Science, and AI.","Artificial Intelligence (AI), Banking, Blockchain, FinTech","Manila, Manila, Philippines, Asia",https://uniondigitalbank.io/,,$500M to $1B,900000000,PHP,16191710,1,,UnionBank of the Philippines,UnionBank of the Philippines,1,,"64,690"
Series E - Tomorrow.io,https://www.crunchbase.com/funding_round/climacell-series-e--ce06b3ad,Tomorrow.io,https://www.crunchbase.com/organization/climacell,Series E,87000000,USD,87000000,2023-06-14,Late Stage Venture,Yes,,,,Tomorrow.io is a weather intelligence platform that provides real-time weather forecasts.,"Artificial Intelligence (AI), Big Data, Business Information Systems, Environmental Consulting, SaaS","Boston, Massachusetts, United States, North America",https://www.tomorrow.io,Late Stage Venture,$10M to $50M,258949997,USD,258949997,7,,"Activate Capital Partners, Canaan Partners, Chemonics, Clearvision Ventures, JetBlue Ventures, Pitango VC, RTX Ventures, Seraphim Space, Square Peg Capital",Activate Capital Partners,9,5,"64,980"
Series A - Resistant AI,https://www.crunchbase.com/funding_round/resistant-ai-series-a--d6f73841,Resistant AI,https://www.crunchbase.com/organization/resistant-ai,Series A,11000000,USD,11000000,2023-06-27,Early Stage Venture,Yes,,,,"Resistant AI helps to protect AI systems from targeted manipulation, adversarial machine learning attacks and advanced fraud.","Artificial Intelligence (AI), Machine Learning, Network Security","Prague, Hlavni mesto Praha, Czech Republic, Europe",https://resistant.ai,Early Stage Venture,$10M to $50M,30350000,USD,30350000,3,,"Google Ventures, Notion Capital",Notion Capital,2,1,"65,011"
