Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Deep 6 AI,https://www.crunchbase.com/funding_round/deep-6-ai-seed--00f1d6da,Deep 6 AI,https://www.crunchbase.com/organization/deep-6-ai,Seed,120000,USD,120000,2016-03-28,Seed,,,,Yes,Deep 6 AI is an AI-based platform that helps to identify patients for clinical trials,"Analytics, Artificial Intelligence (AI), Clinical Trials, Health Care, Machine Learning, Pharmaceutical, Software",,"Pasadena, California, United States, North America",https://deep6.ai,$10M to $50M,17569999,USD,17569999,Early Stage Venture,4,,"Cedars-Sinai Accelerator, Techstars",2,2,"549,478"
Seed Round - Knottr,https://www.crunchbase.com/funding_round/knottr-seed--8dbcb3e9,Knottr,https://www.crunchbase.com/organization/knottr,Seed,60000,USD,60000,2016-11-10,Seed,,,,Yes,Intelligent career evaluator for all levels of finance professionals,"Analytics, Career Planning, Human Resources, Information Technology, Predictive Analytics, Recruiting, SaaS",Women Founded,"San Jose, California, United States, North America",https://www.knottr.ai/,,60000,USD,60000,Seed,1,,,,,"651,129"
Seed Round - Q-intell,https://www.crunchbase.com/funding_round/q-intell-seed--0edaba61,Q-intell,https://www.crunchbase.com/organization/q-intell,Seed,15000,EUR,16587,2016-11-01,Seed,,,,Yes,The prize goes to the person who sees the future the quickest!,"Analytics, Business Intelligence, Data Visualization, Predictive Analytics",,"Bucharest, Bucuresti, Romania, Europe",http://www.Q-intell.com,,15000,EUR,16587,Seed,1,,THE Q AGENCY,1,,"188,323"
Grant - TellusLabs,https://www.crunchbase.com/funding_round/telluslabs-grant--68c92dcf,TellusLabs,https://www.crunchbase.com/organization/telluslabs,Grant,100000,USD,100000,2016-11-02,,,,,No,TellusLabs is a satellite imagery and machine learning company.,"Agriculture, Developer Platform, Geospatial, Internet, Machine Learning",,"Somerville, Massachusetts, United States, North America",http://www.telluslabs.com/,$1M to $10M,3200000,USD,3200000,M&A,2,,MassChallenge,1,1,"268,363"
Seed Round - Taalentfy,https://www.crunchbase.com/funding_round/knowledgefy-seed--cffa7b9e,Taalentfy,https://www.crunchbase.com/organization/knowledgefy,Seed,25000,EUR,28642,2016-05-01,Seed,,,,Yes,"Taalentfy is a technology and platform allow to identify, select and manage people in the new talent and employment paradigm","Artificial Intelligence (AI), Human Resources, Knowledge Management, Machine Learning, Mobile Apps, Training",,"Málaga, Andalucia, Spain, Europe",http://www.taalentfy.com,$1M to $10M,1235000,EUR,1417293,Seed,5,,,,,"189,667"
Convertible Note - Local Logic,https://www.crunchbase.com/funding_round/local-logic-convertible-note--d9030a08,Local Logic,https://www.crunchbase.com/organization/local-logic,Convertible Note,75000,CAD,57351,2016-06-01,,,,,No,Local Logic quantifies everything outside the four walls of any asset to help build more sustainable and livable cities.,"Analytics, Artificial Intelligence (AI), Big Data, Commercial Real Estate, Information Services, Information Technology, Predictive Analytics, Real Estate, Real Estate Investment, Sustainability",,"Montréal, Quebec, Canada, North America",https://www.locallogic.co/,$10M to $50M,26825000,CAD,20265729,Early Stage Venture,7,,Cycle Capital,1,,"498,854"
Pre Seed Round - Climber RMS,https://www.crunchbase.com/funding_round/climber-hotel-pre-seed--5dc55d31,Climber RMS,https://www.crunchbase.com/organization/climber-hotel,Pre-Seed,77340,GBP,111567,2016-02-01,Seed,,,,Yes,Climber is a Revenue Management Software for small hotel chains.,"Analytics, Artificial Intelligence (AI), Hospitality, SaaS, Software",,"Lisbon, Lisboa, Portugal, Europe",http://climberrms.com,,541928,USD,541928,Seed,5,Seedrs,"Rising Ventures, Seedrs, Startup Lisboa",3,,"189,941"
Pre Seed Round - AutoX,https://www.crunchbase.com/funding_round/autox-ac12-pre-seed--368d20a7,AutoX,https://www.crunchbase.com/organization/autox-ac12,Pre-Seed,400000,CNY,59879,2016-08-30,Seed,,,,Yes,AutoX is a self-driving car startup that offers AI drivers to enable universal access to transportation for the people.,"Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Transportation, Travel",,"San Jose, California, United States, North America",https://www.autox.ai/,Less than $1M,160059879,USD,160059879,Early Stage Venture,5,,ZhenFund,1,,"446,704"
Grant - Chisel.ai,https://www.crunchbase.com/funding_round/knote-grant--25b8c545,Chisel.ai,https://www.crunchbase.com/organization/knote,Grant,25000,USD,25000,2016-07-21,,,,,No,Chisel.ai develops commercial insurance workflow management platform.,"Artificial Intelligence (AI), Information Technology, InsurTech, Machine Learning",,"Toronto, Ontario, Canada, North America",https://chisel.ai,,25000,USD,25000,Seed,5,Velocity,"Ontario Centres of Excellence, Velocity",2,,"186,671"
Seed Round - Avalon AI,https://www.crunchbase.com/funding_round/avalon-ai-seed--1a2f367f,Avalon AI,https://www.crunchbase.com/organization/avalon-ai,Seed,120000,USD,120000,2016-06-20,Seed,,,,Yes,Stratifying Dementia using Machine Learning.,"Artificial Intelligence (AI), Clinical Trials, Health Care, Machine Learning, Neuroscience, Software",,"London, England, United Kingdom, Europe",https://avalonai.mystrikingly.com,Less than $1M,120000,USD,120000,Seed,1,Techstars,Techstars,1,,"447,447"
Seed Round - Codoxo,https://www.crunchbase.com/funding_round/codoxo-seed--cd15ca09,Codoxo,https://www.crunchbase.com/organization/codoxo,Seed,100000,USD,100000,2016-10-01,Seed,,,,Yes,Codoxo is an AI-assisted platform for the healthcare sector.,"Analytics, Artificial Intelligence (AI), Fraud Detection, Health Care, Health Insurance, InsurTech, Machine Learning, Software",,"Duluth, Georgia, United States, North America",https://www.codoxo.com,$1M to $10M,14664991,USD,14664991,Early Stage Venture,6,,TechSquare Labs,1,1,"447,584"
Grant - Xesol Innovation,https://www.crunchbase.com/funding_round/xesolinnovation-grant--11e8218b,Xesol Innovation,https://www.crunchbase.com/organization/xesolinnovation,Grant,50000,EUR,55692,2016-07-01,,,,,No,Xesol Innovation delivers solutions for autonomous vehicles.,"Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Image Recognition, Internet of Things, Machine Learning, Software",,"Vigo, Galicia, Spain, Europe",http://www.xesolinnovation.com,Less than $1M,2258500,EUR,2638466,Seed,4,EASME - EU Executive Agency for SMEs,EASME - EU Executive Agency for SMEs,1,,"235,194"
Pre Seed Round - Nova AI,https://www.crunchbase.com/funding_round/nova-pre-seed--b519a6eb,Nova AI,https://www.crunchbase.com/organization/nova,Pre-Seed,120000,USD,120000,2016-03-22,Seed,,,,Yes,"Nova puts the power of AI to work for you, enabling a more continuous and more productive sales process.","Artificial Intelligence (AI), Business Development, Computer, Machine Learning, Software",,"San Francisco, California, United States, North America",http://www.nova.ai/,,2180000,USD,2180000,M&A,4,Y Combinator,Y Combinator,1,,"237,210"
Seed Round - Cyra,https://www.crunchbase.com/funding_round/cyra-seed--b927ef2d,Cyra,https://www.crunchbase.com/organization/cyra,Seed,10000,GBP,13304,2016-09-08,Seed,,,,Yes,"Cyra aiming to make the hiring process cost effective for the employers of small to medium businesses, by providing AI recruiting assistant.","Artificial Intelligence (AI), Machine Learning, Recruiting, Software, Staffing Agency",,"London, England, United Kingdom, Europe",https://www.fifthgeek.com,$1M to $10M,10000,GBP,13304,Seed,1,,Entrepreneur First,1,,"650,784"
Seed Round - Stride.AI Inc,https://www.crunchbase.com/funding_round/stride-ai-seed--edb8dc29,Stride.AI Inc,https://www.crunchbase.com/organization/stride-ai,Seed,120000,USD,120000,2016-02-22,Seed,,,,Yes,We transform knowledge work through Intelligent Automation.,"Artificial Intelligence (AI), Machine Learning, Natural Language Processing",,"Norcross, Georgia, United States, North America",http://www.stride.ai/,Less than $1M,247999,USD,247999,Seed,3,Techstars,"Sprint Accelerator, Techstars",2,,"391,501"
Debt Financing - ConnecThink,https://www.crunchbase.com/funding_round/connecthink-debt-financing--2da98835,ConnecThink,https://www.crunchbase.com/organization/connecthink,Debt Financing,50000,EUR,56283,2016-06-21,,,,,No,"Advanced knowledge discovery, transforming data into knowledge experience. A Graph-based semantic framework + scoring engine","Artificial Intelligence (AI), B2B, Business Intelligence, Content Discovery, Information Technology, Innovation Management, Knowledge Management, SaaS, Search Engine, Software",,"Sant Cugat Del Vallès, Catalonia, Spain, Europe",http://connecthink.eu/,,50000,EUR,56283,,1,,,,,"567,947"
Seed Round - DUNFORCE,https://www.crunchbase.com/funding_round/dunforce-seed--59cf7ece,DUNFORCE,https://www.crunchbase.com/organization/dunforce,Seed,100000,EUR,111397,2016-05-30,Seed,,,,Yes,The smart collection agent that simplifies and accelerates the payment of your receivables.,"Artificial Intelligence (AI), B2B, FinTech, Payments",,"Barcelona, Catalonia, Spain, Europe",http://www.dunforce.com/,,100000,EUR,111397,Seed,1,,Wayra,1,,"200,899"
Seed Round - Monument,https://www.crunchbase.com/funding_round/monument-seed--fa486e64,Monument,https://www.crunchbase.com/organization/monument,Seed,100000,USD,100000,2016-05-01,Seed,,,,Yes,Monument backs up and automatically organizes your precious memories effortlessly.,"Artificial Intelligence (AI), Computer Vision, Consumer Electronics, Data Storage, Hardware",,"Chicago, Illinois, United States, North America",http://www.getmonument.com,$10M to $50M,2760251,USD,2760251,Seed,8,,Startupbootcamp Istanbul,1,,"568,516"
Grant - Bautiful,https://www.crunchbase.com/funding_round/bautiful-grant--f660194b,Bautiful,https://www.crunchbase.com/organization/bautiful,Grant,65000,EUR,72350,2016-02-20,,,,,No,"Bautiful Box engages pets with fun activities when they're left home alone, while enabling their owners to ""keep an eye"" on them.","Artificial Intelligence (AI), Hardware, Internet of Things, Pet",,"Santa Monica, California, United States, North America",https://www.pawiz.pet/,,81000,EUR,89354,,2,,Sardegna Ricerche,1,,"488,478"
Grant - Eggup,https://www.crunchbase.com/funding_round/eggup-grant--a6865b28,Eggup,https://www.crunchbase.com/organization/eggup,Grant,27000,EUR,30711,2016-05-10,,,,,No,Helping companies to leverage soft skills,"Analytics, Human Resources, Predictive Analytics, Recruiting, SaaS, Skill Assessment",,"Rome, Lazio, Italy, Europe",https://www.eggup.co/,Less than $1M,399000,EUR,474277,M&A,6,,,,,"489,279"
Seed Round - Buffalo Automation,https://www.crunchbase.com/funding_round/buffalo-automation-group-seed--864ab07e,Buffalo Automation,https://www.crunchbase.com/organization/buffalo-automation-group,Seed,25000,USD,25000,2016-12-01,Seed,,,,Yes,Buffalo Automation provides embedded software systems to improve maritime safety and enable autonomous navigation.,"Artificial Intelligence (AI), Assistive Technology, Autonomous Vehicles, Electric Vehicle, Navigation, Taxi Service, Water Transportation","South Asian Founded, South Asian Led","Buffalo, New York, United States, North America",https://www.buffaloautomation.ai,$1M to $10M,2557325,USD,2557325,,12,"Launch NY, Z80 Labs Technology Incubator","Launch NY, Z80 Labs Technology Incubator",2,1,"489,601"
Funding Round - We Love Work,https://www.crunchbase.com/funding_round/we-love-work-undisclosed--e579e5d4,We Love Work,https://www.crunchbase.com/organization/we-love-work,Funding Round,110000,USD,110000,2016-01-12,,1500000,USD,1500000,Yes,We Love Work™ People analytics platform that provides the fastest and simplest way to audit and improve your company culture.,"Analytics, Human Resources, Predictive Analytics, Recruiting",,"London, England, United Kingdom, Europe",http://www.welovework.com,Less than $1M,110000,USD,110000,,2,OCEAN Accelerator,OCEAN Accelerator,1,,"489,898"
Seed Round - SmartBeings,https://www.crunchbase.com/funding_round/smartbeings-llc-seed--15e5a8bb,SmartBeings,https://www.crunchbase.com/organization/smartbeings-llc,Seed,30000,USD,30000,2016-06-30,Seed,,,,Yes,SmartBeings features an AI-embedded device that specializes in organizing multiple smarthome devices.,"Artificial Intelligence (AI), Cloud Computing, Consumer Electronics, Developer Platform, Enterprise, Internet of Things, Natural Language Processing",,"Menlo Park, California, United States, North America",http://www.smartbeings.com,Less than $1M,2030000,USD,2030000,Seed,2,,,,,"491,958"
Grant - Sea Machines Robotics,https://www.crunchbase.com/funding_round/sea-machines-robotics-grant--ac42087d,Sea Machines Robotics,https://www.crunchbase.com/organization/sea-machines-robotics,Grant,50000,USD,50000,2016-11-03,,,,,No,Sea Machines Robotics builds autonomous control and navigation systems for the commercial marine and boating industries.,"Artificial Intelligence (AI), Autonomous Vehicles, Marine Transportation, Navigation, Robotics",,"Boston, Massachusetts, United States, North America",http://www.sea-machines.com,$1M to $10M,44300000,USD,44300000,,10,,MassChallenge,1,1,"409,066"
Pre Seed Round - Cardiomo,https://www.crunchbase.com/funding_round/cardiomo-care-pre-seed--4e289d57,Cardiomo,https://www.crunchbase.com/organization/cardiomo-care,Pre-Seed,90000,USD,90000,2016-02-01,Seed,1200000,USD,1200000,Yes,"AI-based Remote Patient Monitoring solution to deliver real-time, actionable insights to enable early detection of heart diseases.","Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device, Wearables","Women Founded, Women Led","Amsterdam, Noord-Holland, The Netherlands, Europe",http://cardiomo.com/,$1M to $10M,976836,USD,976836,Seed,10,,,,,"409,714"
Seed Round - Bearahand.com,https://www.crunchbase.com/funding_round/bearahand-com-seed--2a3c0754,Bearahand.com,https://www.crunchbase.com/organization/bearahand-com,Seed,100000,USD,100000,2016-10-15,Seed,,,,Yes,Autonomous Personal Assistant - Perfect piece of work in Artificial Intelligence,"Artificial Intelligence (AI), Mobile Apps, SaaS, Social Media",,"San Francisco, California, United States, North America",http://www.bearahand.com,,100000,USD,100000,Seed,1,,Zackriah Hussain,1,,"409,715"
Convertible Note - Vyrill,https://www.crunchbase.com/funding_round/vyrill-convertible-note--a6d0472b,Vyrill,https://www.crunchbase.com/organization/vyrill,Convertible Note,100000,USD,100000,2016-08-01,,,,,No,Vyrill In-Video Search allows you to deliver a relevant shopping experience to boost conversions.,"Analytics, Artificial Intelligence (AI), Computer Vision, Content Marketing, Digital Marketing, Personalization, SaaS, Video, Video Advertising","Hispanic / Latine Founded, LGBTQ+ Founded, LGBTQ+ Led, Women Founded","San Francisco, California, United States, North America",http://www.vyrill.com/,Less than $1M,4800000,USD,4800000,Seed,12,,,,,"409,717"
Angel Round - Link Big,https://www.crunchbase.com/funding_round/link-big-angel--66bebb38,Link Big,https://www.crunchbase.com/organization/link-big,Angel,50000,USD,50000,2016-12-01,Seed,,,,Yes,Link Big is a smart link that finally transform general mobile web links to personal user experience links.,"B2B, Cloud Computing, Cloud Data Services, FinTech, Information Services, InsurTech, Machine Learning, Retail Technology, Social Media Marketing, Travel",,"Birmingham, Birmingham, United Kingdom, Europe",http://www.link-big.com/,$1M to $10M,316757,USD,316757,Seed,3,,"Graham Clempson, JFE Accelerator, John Lewis & Partners, L Marks, Stuart Marks",5,,"122,348"
Seed Round - eListGuy,https://www.crunchbase.com/funding_round/elistguy-elg-inc--seed--fae0a6cc,eListGuy,https://www.crunchbase.com/organization/elistguy-elg-inc-,Seed,50000,USD,50000,2016-07-05,Seed,,,,Yes,"eListGuy is a Sales Lead Research company, that uses tools backed by human intelligence to harness highly targeted and quality B2B data.","Advertising, Analytics, Artificial Intelligence (AI), Information Technology, Lead Generation, Machine Learning, Marketing Automation, Software",,"Dubai, Dubai, United Arab Emirates, Asia",http://www.elistguy.com,,50000,USD,50000,Seed,2,,,,,"461,449"
Convertible Note - Quadient Accounts Receivable by YayPay,https://www.crunchbase.com/funding_round/yaypay-inc-convertible-note--a8199ce2,Quadient Accounts Receivable by YayPay,https://www.crunchbase.com/organization/yaypay-inc,Convertible Note,100000,USD,100000,2016-04-08,,,,,No,Quadient Accounts Receivable is an automated AR platform that streamlines the entire credit-to-cash process for B2B companies.,"Artificial Intelligence (AI), FinTech, Payments, SaaS, Software",,"New York, New York, United States, North America",https://www.quadient.com/en/ar-automation,Less than $1M,13920000,USD,13920000,M&A,7,,Right Side Capital Management,1,,"419,724"
Seed Round - Feedpresso,https://www.crunchbase.com/funding_round/feedpresso-seed--67bea613,Feedpresso,https://www.crunchbase.com/organization/feedpresso,Seed,10000,EUR,11138,2016-07-01,Seed,,,,Yes,"News in any language, automatically personalised using artificial intelligence.","Apps, Artificial Intelligence (AI), Digital Media, Information Technology, Machine Learning, News",,"Vilnius, Vilniaus Apskritis, Lithuania, Europe",http://www.feedpresso.com,Less than $1M,10000,EUR,11138,Seed,2,,Nextury Ventures,1,,"422,025"
Pre Seed Round - Visitech,https://www.crunchbase.com/funding_round/visitech-4592-pre-seed--deaddbe4,Visitech,https://www.crunchbase.com/organization/visitech-4592,Pre-Seed,100000,USD,100000,2016-02-04,Seed,,,,Yes,"""Visitech"" is a SaaS provider that offers health and safety solutions based on artificial intelligence.","Artificial Intelligence (AI), SaaS",,"Yuzhno-sakhalinsk, Sakhalin, Russian Federation, Europe",https://visi.tech,,1675394,USD,1675394,Early Stage Venture,2,,Oleg Evseenkov,1,,"145,315"
Seed Round - Shift Technology,https://www.crunchbase.com/funding_round/shift-technology-seed--34c2da6a,Shift Technology,https://www.crunchbase.com/organization/shift-technology,Seed,60000,EUR,65149,2016-01-01,Seed,,,,Yes,Shift Technology is a provider of AI-driven decision automation and optimization technology for the global insurance industry.,"Artificial Intelligence (AI), Information Technology, Insurance, InsurTech, Machine Learning",,"Paris, Ile-de-France, France, Europe",http://www.shift-technology.com/,$1M to $10M,539987263,USD,539987263,Late Stage Venture,10,WILCO,WILCO,1,,"146,187"
Seed Round - G.AI.A,https://www.crunchbase.com/funding_round/g-ai-a-47c4-seed--454c8836,G.AI.A,https://www.crunchbase.com/organization/g-ai-a-47c4,Seed,30000,USD,30000,2016-11-01,Seed,,,,Yes,A CRM platform that creates personalized campaigns using AI and advanced ML algorithms.,"Artificial Intelligence (AI), CRM, Machine Learning, SaaS",,"São Félix Da Marinha, Porto, Portugal, Europe",http://gaia.camp,$1M to $10M,530000,USD,530000,Seed,3,,,,,"637,237"
Pre Seed Round - Kraus Aerospace,https://www.crunchbase.com/funding_round/kraus-aerospace-pre-seed--e1d6b4b1,Kraus Aerospace,https://www.crunchbase.com/organization/kraus-aerospace,Pre-Seed,1000,USD,1000,2016-03-01,Seed,,,,Yes,"Smart-Persistent Intelligence, Surveillance and Reconnaissance (SP-ISR) using Unmanned Aerial Systems (UAS)","Artificial Intelligence (AI), Drone Management, Drones, Military, Sensor",Women Founded,"New York, New York, United States, North America",http://www.krausaerospace.com,Less than $1M,1000,USD,1000,Seed,1,,,,,"146,227"
Seed Round - OhMyBet!,https://www.crunchbase.com/funding_round/ohmybet-seed--130fae94,OhMyBet!,https://www.crunchbase.com/organization/ohmybet,Seed,100000,USD,100000,2016-01-11,Seed,,,,Yes,OhMyBet! is an Artificial Intelligence tool for sports bettors that predicts outcomes of tennis matches using machine learning algorithms,"Analytics, Artificial Intelligence (AI), Machine Learning, Predictive Analytics, Software",,"Moscow, Moscow City, Russian Federation, Europe",https://ohmybet.com,,100000,USD,100000,Seed,1,,,,,"639,734"
Pre Seed Round - NavTrac,https://www.crunchbase.com/funding_round/navtrac-pre-seed--f036bed0,NavTrac,https://www.crunchbase.com/organization/navtrac,Pre-Seed,120000,USD,120000,2016-08-22,Seed,,,,Yes,NavTrac is a AI-Powered Yard Management System (YMS).,"Artificial Intelligence (AI), Logistics, Machine Learning, Online Portals, Ports and Harbors, Shipping, Software",,"Los Angeles, California, United States, North America",http://www.navtrac.com/,$1M to $10M,9157000,USD,9157000,M&A,7,Y Combinator,Y Combinator,1,,"349,785"
Seed Round - Nowigence,https://www.crunchbase.com/funding_round/nowigence-seed--64107d5e,Nowigence,https://www.crunchbase.com/organization/nowigence,Seed,100000,USD,100000,2016-07-29,Seed,,,,Yes,"Nowigence provides AI and deep learning platform that delivers continuous monitoring, extraction, and trending for strategic decisions.","Apps, Artificial Intelligence (AI), Information Technology, Machine Learning, Natural Language Processing, Risk Management, SaaS",,"Charlotte, North Carolina, United States, North America",http://www.nowigence.com/,Less than $1M,2977325,USD,2977325,Seed,6,,,,,"351,143"
Seed Round - inCafe,https://www.crunchbase.com/funding_round/incafe-2-seed--14cbfdb2,inCafe,https://www.crunchbase.com/organization/incafe-2,Seed,40000,USD,40000,2016-03-01,Seed,,,,Yes,inCafe is an online ordering based on predictive technology. Big Data and AI for each restaurant.,"Apps, Artificial Intelligence (AI), Customer Service, E-Commerce, Mobile, Personalization, Restaurants, SaaS, Software",,"Kyiv, Kyyiv, Ukraine, Europe",http://www.incafe.co,Less than $1M,40000,USD,40000,Seed,1,,,,,"507,902"
Debt Financing - Realytics,https://www.crunchbase.com/funding_round/realytics-debt-financing--df599a4e,Realytics,https://www.crunchbase.com/organization/realytics,Debt Financing,100000,EUR,112810,2016-02-10,,,,,No,Realytics is a real-time TV ads analytics platform for online brands.,"Advertising, Analytics, Artificial Intelligence (AI), Machine Learning, Real Time, Software, TV",,"Paris, Ile-de-France, France, Europe",https://www.realytics.io,$1M to $10M,3140000,EUR,3416000,M&A,5,,RAISE,1,,"506,310"
Seed Round - FNA,https://www.crunchbase.com/funding_round/financial-network-analytics-seed--a826265f,FNA,https://www.crunchbase.com/organization/financial-network-analytics,Seed,25000,EUR,27284,2016-01-15,Seed,,,,Yes,FNA is a deep technology analytics company that offers financial system services.,"Analytics, Artificial Intelligence (AI), Data Visualization, Enterprise Software, Financial Services, FinTech, Fraud Detection, Payments, Risk Management, Simulation",,"London, England, United Kingdom, Europe",http://www.fna.fi,$1M to $10M,6059284,USD,6059284,,5,,,,,"230,269"
Pre Seed Round - Visor.ai,https://www.crunchbase.com/funding_round/visor-ai-pre-seed--c54bea64,Visor.ai,https://www.crunchbase.com/organization/visor-ai,Pre-Seed,40000,EUR,43461,2016-03-01,Seed,,,,Yes,Visor.ai is an information technology company that provides customer service automation.,"Artificial Intelligence (AI), Customer Service, InsurTech, Machine Learning, Software",,"Lisbon, Lisboa, Portugal, Europe",http://www.visor.ai,$1M to $10M,4907000,EUR,5262028,,5,,REDangels,1,,"596,493"
Pre Seed Round - Chatfuel,https://www.crunchbase.com/funding_round/chatfuel-pre-seed--5e8c0bf0,Chatfuel,https://www.crunchbase.com/organization/chatfuel,Pre-Seed,120000,USD,120000,2016-02-06,Seed,,,,Yes,AI powered Sales agent for E-commerce to boost Sales & Marketing funnels,"Artificial Intelligence (AI), Chatbot, Generative AI, Information Technology, Lead Generation, Marketing Automation, SaaS, Sales Automation, Social Media, Software",,"San Francisco, California, United States, North America",http://chatfuel.com/,,120000,USD,120000,Seed,2,,"Knight Enterprise Fund, Y Combinator",2,,"350,809"
Angel Round - Rescoper,https://www.crunchbase.com/funding_round/rescoper-angel--caab2f93,Rescoper,https://www.crunchbase.com/organization/rescoper,Angel,50000,USD,50000,2016-08-01,Seed,,,,Yes,Rescoper manages projects so your team spends more time creating.,"Artificial Intelligence (AI), Collaboration, Information Technology, Project Management, SaaS, Software, Task Management",,"Cincinnati, Ohio, United States, North America",https://rescoper.com,Less than $1M,85000,USD,85000,Seed,3,,,,,"252,192"
Seed Round - Deckard,https://www.crunchbase.com/funding_round/deckard-seed--522a4a3e,Deckard,https://www.crunchbase.com/organization/deckard,Seed,28300,USD,28300,2016-04-15,Seed,,,,Yes,Deckard is an AI engine that learns about the structure and performance of a software development team.,"Artificial Intelligence (AI), Developer Tools, Machine Learning, Natural Language Processing, Software",,"Berlin, Berlin, Germany, Europe",https://deckard.ai,$1M to $10M,28300,USD,28300,Seed,1,,"Axel Springer Plug and Play Accelerator, Plug and Play, Speedinvest",3,,"351,804"
Seed Round - ZEALS,https://www.crunchbase.com/funding_round/zeals-seed--1100e209,ZEALS,https://www.crunchbase.com/organization/zeals,Seed,5000000,JPY,49313,2016-08-10,Seed,,,,Yes,Conversational Commerce OMOTENASHI REVOLUTION with Chatbot Technology,"Chatbot, E-Commerce, Information Technology, Marketing, Messaging, Natural Language Processing",,"Tokyo, Tokyo, Japan, Asia",http://zeals.co.jp/en/,$1M to $10M,6851090000,JPY,55562320,Late Stage Venture,8,,,,,"352,759"
Pre Seed Round - Treevia - Forest Technologies,https://www.crunchbase.com/funding_round/treevia-pre-seed--96df9f35,Treevia - Forest Technologies,https://www.crunchbase.com/organization/treevia,Pre-Seed,100000,BRL,25299,2016-01-01,Seed,,,,Yes,Treevia is literally connecting forests around the world into the internet to ensure more sustainable use of natural resources.,"Agriculture, AgTech, Artificial Intelligence (AI), Environmental Engineering, Forestry, GreenTech, Hardware, Internet of Things, Machine Learning, Predictive Analytics",,"São José Dos Campos, Sao Paulo, Brazil, South America",https://treevia.com.br/,Less than $1M,2240000,BRL,669148,Seed,6,,Santander Bank,1,,"455,838"
Pre Seed Round - Focal Systems,https://www.crunchbase.com/funding_round/focal-systems-pre-seed--4a2202c1,Focal Systems,https://www.crunchbase.com/organization/focal-systems,Pre-Seed,120000,USD,120000,2016-03-22,Seed,,,,Yes,"Automate and optimize retail through the use of deep learning computer vision. With focalOS, Focal provides the operating system of retail.","Artificial Intelligence (AI), Computer Vision, E-Commerce, Retail, Retail Technology",,"Burlingame, California, United States, North America",http://www.focal.systems/,Less than $1M,41900000,USD,41900000,Early Stage Venture,6,Y Combinator,Y Combinator,1,,"632,930"
Seed Round - Smart Drivinc,https://www.crunchbase.com/funding_round/smart-drivinc-seed--976c9b54,Smart Drivinc,https://www.crunchbase.com/organization/smart-drivinc,Seed,40000,USD,40000,2016-02-10,Seed,,,,Yes,Smart Drivinc is an mobile app that offers driving and crash prevention solutions.,"Artificial Intelligence (AI), Automotive, Internet of Things, Machine Learning, Mobile, Transportation",,"Des Moines, Iowa, United States, North America",http://www.smartdrivinc.com,$1M to $10M,60000,USD,60000,Seed,2,,Global Insurance Accelerator,1,,"632,965"
Grant - Liopa,https://www.crunchbase.com/funding_round/liopa-grant--202fd24d,Liopa,https://www.crunchbase.com/organization/liopa,Grant,50000,EUR,55692,2016-07-01,,,,,No,Liopa’s LipRead deciphers speech from lip movements. It uses AI and deep learning for automated lip reading.,"Artificial Intelligence (AI), Computer, Health Care, Hospital, Machine Learning, Medical Device, Software, Therapeutics",,"Belfast, Belfast, United Kingdom, Europe",http://www.liopa.ai,$1M to $10M,1645314,USD,1645314,Seed,5,,EASME - EU Executive Agency for SMEs,1,,"346,658"
Grant - Emotian,https://www.crunchbase.com/funding_round/emotian-grant--aff2e5d0,Emotian,https://www.crunchbase.com/organization/emotian,Grant,85000,USD,85000,2016-12-01,,,,,No,Emotian analyze how emotions correlate with individual behavior and create adjusted customer profiles.,"Artificial Intelligence (AI), Big Data",,"Moscow, Moscow City, Russian Federation, Europe",http://emotian.at/,,85000,USD,85000,,1,,FASIE,1,,"160,467"
Convertible Note - GTN Medical,https://www.crunchbase.com/funding_round/gtn-medical-convertible-note--1aa1bd38,GTN Medical,https://www.crunchbase.com/organization/gtn-medical,Convertible Note,65000,USD,65000,2016-07-01,,,,,No,Connecting patients and doctors around the world using AI.,"Artificial Intelligence (AI), Medical",,"Mexico City, Distrito Federal, Mexico, North America",https://gtnmedical.com,Less than $1M,125000,USD,125000,,2,,,,,"161,726"
Series A - XtalPi,https://www.crunchbase.com/funding_round/xtalpi-series-a--50903cc4,XtalPi,https://www.crunchbase.com/organization/xtalpi,Series A,400000,CNY,60751,2016-06-17,Early Stage Venture,,,,Yes,XtalPi is a pharmaceutical technology company that is reinventing drug discovery by enabling dry lab predictions with wet lab validation.,"Artificial Intelligence (AI), Biotechnology, Pharmaceutical",,"Cambridge, Massachusetts, United States, North America",http://www.xtalpi.com/,,786401703,USD,786401703,Late Stage Venture,10,,ZhenFund,1,,"164,969"
