"geo","domain","count","rca","reldens","comp"
"850","Analysis of biological materials",0,0,23.49,20.42
"1663","Analysis of biological materials",11,1.75,47.69,20.42
"1117","Analysis of biological materials",2,1.78,47.69,20.42
"403","Analysis of biological materials",2,0.41,45.1,20.42
"27","Analysis of biological materials",0,0,38.33,20.42
"926","Analysis of biological materials",1,0.98,87.03,20.42
"1024","Analysis of biological materials",40,2.11,81.84,20.42
"228","Analysis of biological materials",0,0,3.17,20.42
"1800","Analysis of biological materials",40,1.65,49.42,20.42
"917","Analysis of biological materials",0,0,5.19,20.42
"579","Analysis of biological materials",1,0.59,46.25,20.42
"213","Analysis of biological materials",6,0.43,39.34,20.42
"1791","Analysis of biological materials",0,0,14.12,20.42
"815","Analysis of biological materials",0,0,10.23,20.42
"601","Analysis of biological materials",0,0,12.82,20.42
"329","Analysis of biological materials",1,0.98,46.54,20.42
"1707","Analysis of biological materials",112,1.36,88.04,20.42
"1626","Analysis of biological materials",0,0,28.67,20.42
"895","Analysis of biological materials",0,0,3.31,20.42
"587","Analysis of biological materials",0,0,79.54,20.42
"1682","Analysis of biological materials",116,3.22,82.71,20.42
"1513","Analysis of biological materials",5,1.18,51.44,20.42
"882","Analysis of biological materials",10,0.39,32.42,20.42
"855","Analysis of biological materials",0,0,13.83,20.42
"1673","Analysis of biological materials",15,1.45,89.77,20.42
"1502","Analysis of biological materials",8,1.56,17,20.42
"780","Analysis of biological materials",9,0.55,12.25,20.42
"558","Analysis of biological materials",0,0,15.85,20.42
"93","Analysis of biological materials",5,1.25,18.16,20.42
"1402","Analysis of biological materials",1,10.58,77.23,20.42
"1274","Analysis of biological materials",0,0,1.59,20.42
"543","Analysis of biological materials",1,0.81,49.86,20.42
"862","Analysis of biological materials",0,0,15.13,20.42
"620","Analysis of biological materials",19,2.92,58.65,20.42
"1129","Analysis of biological materials",0,0,26.08,20.42
"524","Analysis of biological materials",0,0,5.04,20.42
"851","Analysis of biological materials",0,0,62.25,20.42
"167","Analysis of biological materials",21,0.85,50.86,20.42
"1118","Analysis of biological materials",3,1.48,37.46,20.42
"404","Analysis of biological materials",0,0,40.92,20.42
"270","Analysis of biological materials",0,0,17.15,20.42
"927","Analysis of biological materials",0,0,2.88,20.42
"1025","Analysis of biological materials",189,1.66,82.28,20.42
"229","Analysis of biological materials",0,0,24.21,20.42
"1801","Analysis of biological materials",10,0.86,50.72,20.42
"918","Analysis of biological materials",0,0,8.5,20.42
"580","Analysis of biological materials",0,0,1.87,20.42
"214","Analysis of biological materials",0,0,16.57,20.42
"1792","Analysis of biological materials",212,1.09,39.05,20.42
"816","Analysis of biological materials",0,0,9.94,20.42
"602","Analysis of biological materials",0,0,12.1,20.42
"33","Analysis of biological materials",0,0,31.41,20.42
"1708","Analysis of biological materials",6,0.98,46.83,20.42
"1627","Analysis of biological materials",0,0,7.06,20.42
"896","Analysis of biological materials",0,0,53.17,20.42
"589","Analysis of biological materials",0,0,28.96,20.42
"1683","Analysis of biological materials",9,2.5,50.29,20.42
"1514","Analysis of biological materials",71,1.99,53.31,20.42
"883","Analysis of biological materials",0,0,14.84,20.42
"856","Analysis of biological materials",0,0,3.75,20.42
"1674","Analysis of biological materials",24,1.02,20.61,20.42
"1503","Analysis of biological materials",0,0,43.66,20.42
"782","Analysis of biological materials",0,0,16.57,20.42
"559","Analysis of biological materials",0,0,47.98,20.42
"930","Analysis of biological materials",1,7.05,45.97,20.42
"1403","Analysis of biological materials",4,3.56,82.13,20.42
"1277","Analysis of biological materials",0,0,1.15,20.42
"544","Analysis of biological materials",10,0.88,48.41,20.42
"863","Analysis of biological materials",9,1.72,22.62,20.42
"621","Analysis of biological materials",0,0,29.25,20.42
"113","Analysis of biological materials",1,1.46,26.8,20.42
"527","Analysis of biological materials",0,0,5.91,20.42
"853","Analysis of biological materials",0,0,23.2,20.42
"609","Analysis of biological materials",0,0,45.1,20.42
"1119","Analysis of biological materials",0,0,1.87,20.42
"405","Analysis of biological materials",118,0.99,83.29,20.42
"271","Analysis of biological materials",8,0.9,19.31,20.42
"481","Analysis of biological materials",0,0,0.29,20.42
"1026","Analysis of biological materials",5,2.12,87.61,20.42
"1687","Analysis of biological materials",814,2.63,81.84,20.42
"1802","Analysis of biological materials",107,1.92,71.04,20.42
"919","Analysis of biological materials",1,28.21,40.92,20.42
"302","Analysis of biological materials",29,0.75,42.51,20.42
"218","Analysis of biological materials",32,1.44,73.05,20.42
"1793","Analysis of biological materials",3,1.72,62.1,20.42
"818","Analysis of biological materials",0,0,2.59,20.42
"604","Analysis of biological materials",0,0,3.89,20.42
"1767","Analysis of biological materials",95,1.44,57.93,20.42
"1709","Analysis of biological materials",31,0.5,45.53,20.42
"1628","Analysis of biological materials",0,0,7.35,20.42
"897","Analysis of biological materials",1,2.56,48.13,20.42
"590","Analysis of biological materials",0,0,15.71,20.42
"1684","Analysis of biological materials",13,2.38,86.31,20.42
"1515","Analysis of biological materials",13,3.21,80.4,20.42
"884","Analysis of biological materials",0,0,1.44,20.42
"299","Analysis of biological materials",0,0,1.73,20.42
"1589","Analysis of biological materials",0,0,52.02,20.42
"1504","Analysis of biological materials",0,0,16.86,20.42
"783","Analysis of biological materials",1,4.23,72.33,20.42
"56","Analysis of biological materials",0,0,36.02,20.42
"1574","Analysis of biological materials",0,0,5.62,20.42
"1404","Analysis of biological materials",0,0,21.9,20.42
"128","Analysis of biological materials",0,0,4.76,20.42
"547","Analysis of biological materials",1,0.17,13.69,20.42
"864","Analysis of biological materials",0,0,6.77,20.42
"622","Analysis of biological materials",6,1.4,40.49,20.42
"1130","Analysis of biological materials",0,0,24.93,20.42
"529","Analysis of biological materials",0,0,37.03,20.42
"823","Analysis of biological materials",0,0,32.13,20.42
"495","Analysis of biological materials",0,0,20.75,20.42
"112","Analysis of biological materials",1,0.65,53.46,20.42
"407","Analysis of biological materials",3,1.17,51.73,20.42
"278","Analysis of biological materials",0,0,0.58,20.42
"482","Analysis of biological materials",0,0,5.48,20.42
"1027","Analysis of biological materials",0,0,24.64,20.42
"1688","Analysis of biological materials",17,1.12,50.72,20.42
"1803","Analysis of biological materials",16,0.79,14.12,20.42
"92","Analysis of biological materials",0,0,22.19,20.42
"305","Analysis of biological materials",0,0,10.81,20.42
"219","Analysis of biological materials",0,0,25.36,20.42
"1794","Analysis of biological materials",5,0.96,15.27,20.42
"820","Analysis of biological materials",0,0,1.44,20.42
"605","Analysis of biological materials",1,0.24,16.14,20.42
"1768","Analysis of biological materials",464,1.44,78.67,20.42
"171","Analysis of biological materials",7,2.44,82.13,20.42
"1629","Analysis of biological materials",0,0,19.31,20.42
"898","Analysis of biological materials",0,0,60.81,20.42
"591","Analysis of biological materials",0,0,2.02,20.42
"1685","Analysis of biological materials",3,0.1,3.75,20.42
"1516","Analysis of biological materials",0,0,0.58,20.42
"885","Analysis of biological materials",0,0,49.28,20.42
"30","Analysis of biological materials",0,0,1.87,20.42
"1590","Analysis of biological materials",1,4.45,42.65,20.42
"1505","Analysis of biological materials",0,0,28.96,20.42
"784","Analysis of biological materials",0,0,2.59,20.42
"561","Analysis of biological materials",0,0,9.94,20.42
"1575","Analysis of biological materials",0,0,1.15,20.42
"1405","Analysis of biological materials",0,0,7.49,20.42
"1282","Analysis of biological materials",27,1.24,84.87,20.42
"549","Analysis of biological materials",0,0,14.84,20.42
"866","Analysis of biological materials",1,4.45,50.86,20.42
"623","Analysis of biological materials",0,0,20.61,20.42
"1132","Analysis of biological materials",0,0,2.45,20.42
"53","Analysis of biological materials",1,2.82,52.02,20.42
"824","Analysis of biological materials",0,0,5.04,20.42
"496","Analysis of biological materials",0,0,70.89,20.42
"1121","Analysis of biological materials",0,0,16.43,20.42
"408","Analysis of biological materials",0,0,10.37,20.42
"28","Analysis of biological materials",0,0,4.47,20.42
"483","Analysis of biological materials",0,0,9.08,20.42
"1028","Analysis of biological materials",9,1.07,56.48,20.42
"1689","Analysis of biological materials",17,1.14,52.88,20.42
"1804","Analysis of biological materials",38,1.39,86.02,20.42
"920","Analysis of biological materials",0,0,21.18,20.42
"306","Analysis of biological materials",0,0,17.44,20.42
"222","Analysis of biological materials",6,0.25,7.93,20.42
"1795","Analysis of biological materials",4,0.4,50.14,20.42
"821","Analysis of biological materials",0,0,18.01,20.42
"606","Analysis of biological materials",0,0,13.26,20.42
"1769","Analysis of biological materials",9,0.94,51.44,20.42
"1710","Analysis of biological materials",115,2.83,80.4,20.42
"163","Analysis of biological materials",6,1.39,86.6,20.42
"899","Analysis of biological materials",17,0.66,16.71,20.42
"592","Analysis of biological materials",9,1.33,85.16,20.42
"1686","Analysis of biological materials",4,0.79,42.36,20.42
"1517","Analysis of biological materials",0,0,38.33,20.42
"886","Analysis of biological materials",1,0.72,31.99,20.42
"300","Analysis of biological materials",0,0,43.52,20.42
"1591","Analysis of biological materials",0,0,12.54,20.42
"1506","Analysis of biological materials",2,0.4,15.99,20.42
"785","Analysis of biological materials",2,5.64,55.48,20.42
"562","Analysis of biological materials",0,0,27.23,20.42
"1578","Analysis of biological materials",0,0,43.95,20.42
"1406","Analysis of biological materials",1,7.69,51.01,20.42
"1283","Analysis of biological materials",1,1.84,52.59,20.42
"55","Analysis of biological materials",0,0,41.64,20.42
"867","Analysis of biological materials",0,0,24.64,20.42
"625","Analysis of biological materials",4,4.28,51.01,20.42
"1133","Analysis of biological materials",10,1.7,18.44,20.42
"530","Analysis of biological materials",0,0,44.09,20.42
"825","Analysis of biological materials",2,2.82,74.5,20.42
"497","Analysis of biological materials",0,0,3.46,20.42
"1122","Analysis of biological materials",2,0.97,72.62,20.42
"409","Analysis of biological materials",19,0.83,28.53,20.42
"283","Analysis of biological materials",123,1.01,85.01,20.42
"484","Analysis of biological materials",1,0.28,53.31,20.42
"1029","Analysis of biological materials",10,0.52,6.92,20.42
"169","Analysis of biological materials",26,0.97,5.19,20.42
"1805","Analysis of biological materials",44,2.16,78.82,20.42
"921","Analysis of biological materials",0,0,6.05,20.42
"309","Analysis of biological materials",1,1.76,27.81,20.42
"223","Analysis of biological materials",0,0,32.13,20.42
"1796","Analysis of biological materials",3,0.83,53.03,20.42
"822","Analysis of biological materials",0,0,2.59,20.42
"456","Analysis of biological materials",1,0.07,12.1,20.42
"177","Analysis of biological materials",19,4.06,77.38,20.42
"1711","Analysis of biological materials",2,1.68,80.55,20.42
"1630","Analysis of biological materials",0,0,1.3,20.42
"44","Analysis of biological materials",2,1.11,53.89,20.42
"194","Analysis of biological materials",31,0.88,76.95,20.42
"630","Analysis of biological materials",3,1.48,88.76,20.42
"1518","Analysis of biological materials",71,1.95,82.71,20.42
"466","Analysis of biological materials",0,0,4.18,20.42
"830","Analysis of biological materials",0,0,41.35,20.42
"1592","Analysis of biological materials",0,0,8.07,20.42
"1416","Analysis of biological materials",1,0.66,36.74,20.42
"786","Analysis of biological materials",0,0,4.47,20.42
"451","Analysis of biological materials",0,0,9.8,20.42
"1580","Analysis of biological materials",0,0,25.22,20.42
"1407","Analysis of biological materials",1,6.51,41.35,20.42
"1284","Analysis of biological materials",0,0,5.62,20.42
"436","Analysis of biological materials",0,0,3.89,20.42
"190","Analysis of biological materials",0,0,14.41,20.42
"626","Analysis of biological materials",0,0,36.17,20.42
"1135","Analysis of biological materials",0,0,7.35,20.42
"424","Analysis of biological materials",0,0,6.48,20.42
"826","Analysis of biological materials",1,4.7,78.67,20.42
"5","Analysis of biological materials",0,0,5.33,20.42
"1039","Analysis of biological materials",0,0,63.11,20.42
"41","Analysis of biological materials",14,3.26,89.48,20.42
"284","Analysis of biological materials",0,0,3.03,20.42
"485","Analysis of biological materials",3,1.08,42.51,20.42
"103","Analysis of biological materials",0,0,12.54,20.42
"1690","Analysis of biological materials",7,3.38,85.3,20.42
"1806","Analysis of biological materials",7,0.76,18.01,20.42
"165","Analysis of biological materials",19,1.05,47.55,20.42
"311","Analysis of biological materials",0,0,44.52,20.42
"1596","Analysis of biological materials",3,2.21,63.11,20.42
"1721","Analysis of biological materials",4,0.53,31.84,20.42
"791","Analysis of biological materials",0,0,31.41,20.42
"46","Analysis of biological materials",36,2.93,88.18,20.42
"1770","Analysis of biological materials",44,0.5,8.93,20.42
"1712","Analysis of biological materials",6,1.31,42.36,20.42
"1631","Analysis of biological materials",5,1.04,54.03,20.42
"440","Analysis of biological materials",0,0,15.56,20.42
"195","Analysis of biological materials",0,0,0.29,20.42
