"","to","from","domain","count","world_domain_total","from_domain_total","export_share","import_share","deviation","importer_total","import_share_2","parent","buyer_total","year","share","count_M","rca","color","id","value","period"
"940","Mauritania","Ukraine","MedTech",4500,378908858956,53224517,"0.014 %","0.0215 %",0.0075,4500,0.0215,"Africa",20894073,2024,0.0085,"$4.5k",1.53,"#78A378","Mauritania",4500,2024
"941","Mexico","Ukraine","MedTech",30261,378908858956,53224517,"0.014 %","3e-04 %",-0.0137,30261,3e-04,"North America",9511410530,2024,0.0569,"$30.26k",0.02,"#951E1E","Mexico",30261,2024
"942","Moldova","Ukraine","MedTech",990210,378908858956,53224517,"0.014 %","0.6971 %",0.683,990210,0.6971,"Europe",142054596,2024,1.8604,"$990.21k",49.62,"#006400","Moldova",990210,2024
"943","Mongolia","Ukraine","MedTech",8524,378908858956,53224517,"0.014 %","0.0139 %",-1e-04,8524,0.0139,"Asia",61113438,2024,0.016,"$8.52k",0.99,"#D3D2D2","Mongolia",8524,2024
"944","Montenegro","Ukraine","MedTech",260,378908858956,53224517,"0.014 %","5e-04 %",-0.0135,260,5e-04,"Europe",50412793,2024,5e-04,"$0.26k",0.04,"#992A2A","Montenegro",260,2024
"945","Morocco","Ukraine","MedTech",151193,378908858956,53224517,"0.014 %","0.0242 %",0.0102,151193,0.0242,"Africa",623942659,2024,0.2841,"$151.19k",1.73,"#6C9D6C","Morocco",151193,2024
"946","Namibia","Ukraine","MedTech",1646,378908858956,53224517,"0.014 %","0.0021 %",-0.0119,1646,0.0021,"Africa",76723803,2024,0.0031,"$1.65k",0.15,"#A75252","Namibia",1646,2024
"947","Nepal","Ukraine","MedTech",2278,378908858956,53224517,"0.014 %","0.0018 %",-0.0122,2278,0.0018,"Asia",126764521,2024,0.0043,"$2.28k",0.13,"#A54C4C","Nepal",2278,2024
"948","New Zealand","Ukraine","MedTech",64442,378908858956,53224517,"0.014 %","0.0058 %",-0.0083,64442,0.0058,"Oceania",1116221625,2024,0.1211,"$64.44k",0.41,"#B98787","New Zealand",64442,2024
"949","Nicaragua","Ukraine","MedTech",2629,378908858956,53224517,"0.014 %","0.0024 %",-0.0116,2629,0.0024,"North America",108440747,2024,0.0049,"$2.63k",0.17,"#A95757","Nicaragua",2629,2024
"950","Nigeria","Ukraine","MedTech",9774,378908858956,53224517,"0.014 %","0.0046 %",-0.0094,9774,0.0046,"Africa",211390485,2024,0.0184,"$9.77k",0.33,"#B47979","Nigeria",9774,2024
"951","North Macedonia","Ukraine","MedTech",166829,378908858956,53224517,"0.014 %","0.1697 %",0.1556,166829,0.1697,"Europe",98310903,2024,0.3134,"$166.83k",12.08,"#006400","North Macedonia",166829,2024
"952","Norway","Ukraine","MedTech",48281,378908858956,53224517,"0.014 %","0.0029 %",-0.0111,48281,0.0029,"Europe",1656534338,2024,0.0907,"$48.28k",0.21,"#AC6161","Norway",48281,2024
"953","Pakistan","Ukraine","MedTech",4866918,378908858956,53224517,"0.014 %","0.8933 %",0.8792,4866918,0.8933,"Asia",544838173,2024,9.1441,"$4.87M",63.59,"#006400","Pakistan",4866918,2024
"954","Palau","Ukraine","MedTech",1261,378908858956,53224517,"0.014 %","0.5801 %",0.5661,1261,0.5801,"Oceania",217365,2024,0.0024,"$1.26k",41.3,"#006400","Palau",1261,2024
"955","Panama","Ukraine","MedTech",1980,378908858956,53224517,"0.014 %","7e-04 %",-0.0134,1980,7e-04,"North America",294684153,2024,0.0037,"$1.98k",0.05,"#9B2F2F","Panama",1980,2024
"956","Peru","Ukraine","MedTech",142358,378908858956,53224517,"0.014 %","0.0226 %",0.0085,142358,0.0226,"South America",631101637,2024,0.2675,"$142.36k",1.61,"#73A173","Peru",142358,2024
"957","Philippines","Ukraine","MedTech",19391,378908858956,53224517,"0.014 %","0.0011 %",-0.013,19391,0.0011,"Asia",1832211310,2024,0.0364,"$19.39k",0.08,"#9F3C3C","Philippines",19391,2024
"958","Poland","Ukraine","MedTech",6655590,378908858956,53224517,"0.014 %","0.1444 %",0.1303,6655590,0.1444,"Europe",4609564069,2024,12.5047,"$6.66M",10.28,"#006400","Poland",6655590,2024
"959","Portugal","Ukraine","MedTech",23189,378908858956,53224517,"0.014 %","0.0014 %",-0.0127,23189,0.0014,"Europe",1668800482,2024,0.0436,"$23.19k",0.1,"#A24343","Portugal",23189,2024
"960","Qatar","Ukraine","MedTech",14571,378908858956,53224517,"0.014 %","0.0044 %",-0.0096,14571,0.0044,"Asia",331076380,2024,0.0274,"$14.57k",0.31,"#B37575","Qatar",14571,2024
"961","Romania","Ukraine","MedTech",286006,378908858956,53224517,"0.014 %","0.0205 %",0.0065,286006,0.0205,"Europe",1393595774,2024,0.5374,"$286.01k",1.46,"#7DA67D","Romania",286006,2024
"962","San Marino","Ukraine","MedTech",180,378908858956,53224517,"0.014 %","0.0073 %",-0.0068,180,0.0073,"Europe",2475113,2024,3e-04,"$0.18k",0.52,"#BF9898","San Marino",180,2024
"963","Saudi Arabia","Ukraine","MedTech",43840,378908858956,53224517,"0.014 %","0.0013 %",-0.0128,43840,0.0013,"Asia",3421178689,2024,0.0824,"$43.84k",0.09,"#A13F3F","Saudi Arabia",43840,2024
"964","Senegal","Ukraine","MedTech",321,378908858956,53224517,"0.014 %","6e-04 %",-0.0135,321,6e-04,"Africa",56352015,2024,6e-04,"$0.32k",0.04,"#992A2A","Senegal",321,2024
"965","Serbia","Ukraine","MedTech",547240,378908858956,53224517,"0.014 %","0.1285 %",0.1144,547240,0.1285,"Europe",426033166,2024,1.0282,"$547.24k",9.14,"#046604","Serbia",547240,2024
"966","Seychelles","Ukraine","MedTech",176,378908858956,53224517,"0.014 %","0.0016 %",-0.0125,176,0.0016,"Africa",11238980,2024,3e-04,"$0.18k",0.11,"#A34646","Seychelles",176,2024
"967","Sierra Leone","Ukraine","MedTech",495,378908858956,53224517,"0.014 %","0.005 %",-0.009,495,0.005,"Africa",9850412,2024,9e-04,"$0.5k",0.36,"#B67F7F","Sierra Leone",495,2024
"968","Singapore","Ukraine","MedTech",147334,378908858956,53224517,"0.014 %","0.0023 %",-0.0117,147334,0.0023,"Asia",6400170841,2024,0.2768,"$147.33k",0.16,"#A85454","Singapore",147334,2024
"969","Slovakia","Ukraine","MedTech",2274716,378908858956,53224517,"0.014 %","0.2707 %",0.2567,2274716,0.2707,"Europe",840280573,2024,4.2738,"$2.27M",19.27,"#006400","Slovakia",2274716,2024
"970","Slovenia","Ukraine","MedTech",274083,378908858956,53224517,"0.014 %","0.037 %",0.0229,274083,0.037,"Europe",741306689,2024,0.515,"$274.08k",2.63,"#4A8B4A","Slovenia",274083,2024
"971","Somalia","Ukraine","MedTech",437,378908858956,53224517,"0.014 %","0.0017 %",-0.0123,437,0.0017,"Africa",25524541,2024,8e-04,"$0.44k",0.12,"#A44949","Somalia",437,2024
"972","South Africa","Ukraine","MedTech",97050,378908858956,53224517,"0.014 %","0.0069 %",-0.0071,97050,0.0069,"Africa",1398351502,2024,0.1823,"$97.05k",0.49,"#BD9494","South Africa",97050,2024
"973","South Korea","Ukraine","MedTech",407055,378908858956,53224517,"0.014 %","0.0047 %",-0.0093,407055,0.0047,"Asia",8659850826,2024,0.7648,"$407.06k",0.33,"#B47979","South Korea",407055,2024
"974","South Sudan","Ukraine","MedTech",127,378908858956,53224517,"0.014 %","0.0032 %",-0.0109,127,0.0032,"Africa",3979259,2024,2e-04,"$0.13k",0.23,"#AE6565","South Sudan",127,2024
"975","Spain","Ukraine","MedTech",414879,378908858956,53224517,"0.014 %","0.0056 %",-0.0084,414879,0.0056,"Europe",7379753028,2024,0.7795,"$414.88k",0.4,"#B98585","Spain",414879,2024
"976","Sri Lanka","Ukraine","MedTech",2267,378908858956,53224517,"0.014 %","0.0014 %",-0.0127,2267,0.0014,"Asia",163674100,2024,0.0043,"$2.27k",0.1,"#A24343","Sri Lanka",2267,2024
"977","St Kitts and Nevis","Ukraine","MedTech",765,378908858956,53224517,"0.014 %","0.0245 %",0.0104,765,0.0245,"North America",3127642,2024,0.0014,"$0.76k",1.74,"#6C9D6C","St Kitts and Nevis",765,2024
"978","St Vincent and Grenadines","Ukraine","MedTech",135,378908858956,53224517,"0.014 %","0.0076 %",-0.0065,135,0.0076,"North America",1777894,2024,3e-04,"$0.14k",0.54,"#C09B9B","St Vincent and Grenadines",135,2024
"979","Sweden","Ukraine","MedTech",105709,378908858956,53224517,"0.014 %","0.0042 %",-0.0099,105709,0.0042,"Europe",2519444367,2024,0.1986,"$105.71k",0.3,"#B27474","Sweden",105709,2024
"980","Switzerland","Ukraine","MedTech",249774,378908858956,53224517,"0.014 %","0.0038 %",-0.0102,249774,0.0038,"Europe",6520327848,2024,0.4693,"$249.77k",0.27,"#B06E6E","Switzerland",249774,2024
"981","Tajikistan","Ukraine","MedTech",59992,378908858956,53224517,"0.014 %","0.1781 %",0.1641,59992,0.1781,"Asia",33678001,2024,0.1127,"$59.99k",12.68,"#006400","Tajikistan",59992,2024
"982","Tanzania","Ukraine","MedTech",22511,378908858956,53224517,"0.014 %","0.0173 %",0.0032,22511,0.0173,"Africa",130326285,2024,0.0423,"$22.51k",1.23,"#94B294","Tanzania",22511,2024
"983","Thailand","Ukraine","MedTech",46527,378908858956,53224517,"0.014 %","0.0018 %",-0.0122,46527,0.0018,"Asia",2524920713,2024,0.0874,"$46.53k",0.13,"#A54C4C","Thailand",46527,2024
"984","The Netherlands","Ukraine","MedTech",636508,378908858956,53224517,"0.014 %","0.0021 %",-0.0119,636508,0.0021,"Europe",30091406631,2024,1.1959,"$636.51k",0.15,"#A75252","The Netherlands",636508,2024
"985","Togo","Ukraine","MedTech",2315,378908858956,53224517,"0.014 %","0.0059 %",-0.0081,2315,0.0059,"Africa",39236386,2024,0.0043,"$2.32k",0.42,"#BA8989","Togo",2315,2024
"986","Trinidad and Tobago","Ukraine","MedTech",217,378908858956,53224517,"0.014 %","4e-04 %",-0.0136,217,4e-04,"North America",51826735,2024,4e-04,"$0.22k",0.03,"#972525","Trinidad and Tobago",217,2024
"987","Tunisia","Ukraine","MedTech",31317,378908858956,53224517,"0.014 %","0.0093 %",-0.0047,31317,0.0093,"Africa",335940731,2024,0.0588,"$31.32k",0.66,"#C5ABAB","Tunisia",31317,2024
"988","Turkiye","Ukraine","MedTech",1523552,378908858956,53224517,"0.014 %","0.0471 %",0.033,1523552,0.0471,"Asia",3237125192,2024,2.8625,"$1.52M",3.35,"#3A833A","Turkiye",1523552,2024
"989","Turkmenistan","Ukraine","MedTech",8877,378908858956,53224517,"0.014 %","0.0138 %",-3e-04,8877,0.0138,"Asia",64535282,2024,0.0167,"$8.88k",0.98,"#D2D1D1","Turkmenistan",8877,2024
"990","Tuvalu","Ukraine","MedTech",90,378908858956,53224517,"0.014 %","0.0297 %",0.0156,90,0.0297,"Oceania",303082,2024,2e-04,"$0.09k",2.11,"#5B945B","Tuvalu",90,2024
"991","Uganda","Ukraine","MedTech",1683,378908858956,53224517,"0.014 %","0.0022 %",-0.0119,1683,0.0022,"Africa",77053430,2024,0.0032,"$1.68k",0.16,"#A85454","Uganda",1683,2024
"992","United Arab Emirates","Ukraine","MedTech",564028,378908858956,53224517,"0.014 %","0.0254 %",0.0113,564028,0.0254,"Asia",2222489817,2024,1.0597,"$564.03k",1.81,"#689B68","United Arab Emirates",564028,2024
"993","United Kingdom","Ukraine","MedTech",474517,378908858956,53224517,"0.014 %","0.0039 %",-0.0102,474517,0.0039,"Europe",12290692256,2024,0.8915,"$474.52k",0.27,"#B06E6E","United Kingdom",474517,2024
"994","United States","Ukraine","MedTech",3836153,378908858956,53224517,"0.014 %","0.0047 %",-0.0094,3836153,0.0047,"North America",82278146420,2024,7.2075,"$3.84M",0.33,"#B47979","United States",3836153,2024
"995","Uruguay","Ukraine","MedTech",16155,378908858956,53224517,"0.014 %","0.0091 %",-0.0049,16155,0.0091,"South America",177576708,2024,0.0304,"$16.16k",0.65,"#C5AAAA","Uruguay",16155,2024
"996","Uzbekistan","Ukraine","MedTech",520247,378908858956,53224517,"0.014 %","0.1487 %",0.1347,520247,0.1487,"Asia",349759762,2024,0.9775,"$520.25k",10.59,"#006400","Uzbekistan",520247,2024
"997","Vanuatu","Ukraine","MedTech",139,378908858956,53224517,"0.014 %","0.0109 %",-0.0031,139,0.0109,"Oceania",1274947,2024,3e-04,"$0.14k",0.78,"#CBBABA","Vanuatu",139,2024
"998","Venezuela","Ukraine","MedTech",1180,378908858956,53224517,"0.014 %","7e-04 %",-0.0134,1180,7e-04,"South America",170901131,2024,0.0022,"$1.18k",0.05,"#9B2F2F","Venezuela",1180,2024
"999","Vietnam","Ukraine","MedTech",172244,378908858956,53224517,"0.014 %","0.0072 %",-0.0068,172244,0.0072,"Asia",2376475268,2024,0.3236,"$172.24k",0.52,"#BF9898","Vietnam",172244,2024
"1000","Yemen","Ukraine","MedTech",184070,378908858956,53224517,"0.014 %","0.2512 %",0.2372,184070,0.2512,"Asia",73268766,2024,0.3458,"$184.07k",17.88,"#006400","Yemen",184070,2024
"1001","Zambia","Ukraine","MedTech",18871,378908858956,53224517,"0.014 %","0.0212 %",0.0072,18871,0.0212,"Africa",88918967,2024,0.0355,"$18.87k",1.51,"#7AA47A","Zambia",18871,2024
"1002","Algeria","Ukraine","Metallurgy",514,571830196275,3352464069,"0.5863 %","0 %",-0.5862,514,0,"Africa",1241938635,2024,0,"$0.51k",0,"darkred","Algeria",514,2024
"1003","Angola","Ukraine","Metallurgy",87632,571830196275,3352464069,"0.5863 %","0.0664 %",-0.5199,87632,0.0664,"Africa",131964868,2024,0.0026,"$87.63k",0.11,"#A34646","Angola",87632,2024
"1004","Argentina","Ukraine","Metallurgy",6615,571830196275,3352464069,"0.5863 %","7e-04 %",-0.5855,6615,7e-04,"South America",910590527,2024,2e-04,"$6.62k",0,"darkred","Argentina",6615,2024
"1005","Armenia","Ukraine","Metallurgy",1081623,571830196275,3352464069,"0.5863 %","0.7323 %",0.146,1081623,0.7323,"Asia",147705951,2024,0.0323,"$1.08M",1.25,"#91B091","Armenia",1081623,2024
"1006","Australia","Ukraine","Metallurgy",30728,571830196275,3352464069,"0.5863 %","0.0018 %",-0.5845,30728,0.0018,"Oceania",1703102261,2024,9e-04,"$30.73k",0,"darkred","Australia",30728,2024
"1007","Austria","Ukraine","Metallurgy",217889247,571830196275,3352464069,"0.5863 %","4.4127 %",3.8264,217889247,4.4127,"Europe",4937768967,2024,6.4994,"$217.89M",7.53,"#0D6B0D","Austria",217889247,2024
"1008","Azerbaijan","Ukraine","Metallurgy",516617,571830196275,3352464069,"0.5863 %","0.2138 %",-0.3725,516617,0.2138,"Asia",241623662,2024,0.0154,"$516.62k",0.36,"#B67F7F","Azerbaijan",516617,2024
"1009","Belgium","Ukraine","Metallurgy",520528,571830196275,3352464069,"0.5863 %","0.0055 %",-0.5808,520528,0.0055,"Europe",9497586206,2024,0.0155,"$520.53k",0.01,"#921515","Belgium",520528,2024
"1010","Bosnia and Herzegovina","Ukraine","Metallurgy",14525,571830196275,3352464069,"0.5863 %","0.0047 %",-0.5815,14525,0.0047,"Europe",306197923,2024,4e-04,"$14.53k",0.01,"#921515","Bosnia and Herzegovina",14525,2024
"1011","Brazil","Ukraine","Metallurgy",457522,571830196275,3352464069,"0.5863 %","0.0097 %",-0.5766,457522,0.0097,"South America",4716176453,2024,0.0136,"$457.52k",0.02,"#951E1E","Brazil",457522,2024
"1012","Bulgaria","Ukraine","Metallurgy",4299935,571830196275,3352464069,"0.5863 %","0.2479 %",-0.3383,4299935,0.2479,"Europe",1734333335,2024,0.1283,"$4.3M",0.42,"#BA8989","Bulgaria",4299935,2024
"1013","Cameroon","Ukraine","Metallurgy",113,571830196275,3352464069,"0.5863 %","2e-04 %",-0.5861,113,2e-04,"Africa",70013416,2024,3.3707e-06,"$0.11k",0,"darkred","Cameroon",113,2024
"1014","Canada","Ukraine","Metallurgy",433983,571830196275,3352464069,"0.5863 %","0.0044 %",-0.5819,433983,0.0044,"North America",9860534175,2024,0.0129,"$433.98k",0.01,"#921515","Canada",433983,2024
"1015","Chad","Ukraine","Metallurgy",386,571830196275,3352464069,"0.5863 %","0.0047 %",-0.5816,386,0.0047,"Africa",8216602,2024,0,"$0.39k",0.01,"#921515","Chad",386,2024
"1016","Chile","Ukraine","Metallurgy",5731,571830196275,3352464069,"0.5863 %","0.0011 %",-0.5852,5731,0.0011,"South America",545762283,2024,2e-04,"$5.73k",0,"darkred","Chile",5731,2024
"1017","China","Ukraine","Metallurgy",1030041381,571830196275,3352464069,"0.5863 %","0.5014 %",-0.0848,1030041381,0.5014,"Asia",205423025402,2024,30.7249,"$1030.04M",0.86,"#CEC4C4","China",1030041381,2024
"1018","Colombia","Ukraine","Metallurgy",13675,571830196275,3352464069,"0.5863 %","0.0057 %",-0.5806,13675,0.0057,"South America",239535932,2024,4e-04,"$13.68k",0.01,"#921515","Colombia",13675,2024
"1019","Costa Rica","Ukraine","Metallurgy",1588,571830196275,3352464069,"0.5863 %","9e-04 %",-0.5853,1588,9e-04,"North America",169489491,2024,0,"$1.59k",0,"darkred","Costa Rica",1588,2024
"1020","Croatia","Ukraine","Metallurgy",361779,571830196275,3352464069,"0.5863 %","0.0421 %",-0.5441,361779,0.0421,"Europe",858550307,2024,0.0108,"$361.78k",0.07,"#9E3838","Croatia",361779,2024
"1021","Czechia","Ukraine","Metallurgy",244380341,571830196275,3352464069,"0.5863 %","9.2268 %",8.6405,244380341,9.2268,"Europe",2648605052,2024,7.2896,"$244.38M",15.74,"#006400","Czechia",244380341,2024
"1022","Denmark","Ukraine","Metallurgy",348709,571830196275,3352464069,"0.5863 %","0.0313 %",-0.555,348709,0.0313,"Europe",1114667752,2024,0.0104,"$348.71k",0.05,"#9B2F2F","Denmark",348709,2024
"1023","Dominican Republic","Ukraine","Metallurgy",92266,571830196275,3352464069,"0.5863 %","0.0404 %",-0.5458,92266,0.0404,"North America",228213936,2024,0.0028,"$92.27k",0.07,"#9E3838","Dominican Republic",92266,2024
"1024","DR Congo","Ukraine","Metallurgy",34,571830196275,3352464069,"0.5863 %","0 %",-0.5863,34,0,"Africa",296223781,2024,1.0142e-06,"$0.03k",0,"darkred","DR Congo",34,2024
"1025","Ecuador","Ukraine","Metallurgy",886297,571830196275,3352464069,"0.5863 %","0.2894 %",-0.2968,886297,0.2894,"South America",306203915,2024,0.0264,"$886.3k",0.49,"#BD9494","Ecuador",886297,2024
"1026","Egypt","Ukraine","Metallurgy",37954518,571830196275,3352464069,"0.5863 %","0.8057 %",0.2194,37954518,0.8057,"Africa",4710827723,2024,1.1321,"$37.95M",1.37,"#85AA85","Egypt",37954518,2024
"1027","El Salvador","Ukraine","Metallurgy",1149,571830196275,3352464069,"0.5863 %","0.0018 %",-0.5844,1149,0.0018,"North America",62137765,2024,0,"$1.15k",0,"darkred","El Salvador",1149,2024
"1028","Equatorial Guinea","Ukraine","Metallurgy",313,571830196275,3352464069,"0.5863 %","0.0067 %",-0.5796,313,0.0067,"Africa",4696346,2024,9.3364e-06,"$0.31k",0.01,"#921515","Equatorial Guinea",313,2024
"1029","Estonia","Ukraine","Metallurgy",552458,571830196275,3352464069,"0.5863 %","0.3228 %",-0.2635,552458,0.3228,"Europe",171156612,2024,0.0165,"$552.46k",0.55,"#C09C9C","Estonia",552458,2024
"1030","Finland","Ukraine","Metallurgy",55762836,571830196275,3352464069,"0.5863 %","2.0218 %",1.4355,55762836,2.0218,"Europe",2758119096,2024,1.6633,"$55.76M",3.45,"#388238","Finland",55762836,2024
"1031","France","Ukraine","Metallurgy",7496212,571830196275,3352464069,"0.5863 %","0.099 %",-0.4872,7496212,0.099,"Europe",7568191696,2024,0.2236,"$7.5M",0.17,"#A95757","France",7496212,2024
"1032","Georgia","Ukraine","Metallurgy",611795,571830196275,3352464069,"0.5863 %","0.5779 %",-0.0084,611795,0.5779,"Asia",105863072,2024,0.0182,"$611.8k",0.99,"#D3D2D2","Georgia",611795,2024
"1033","Germany","Ukraine","Metallurgy",145318495,571830196275,3352464069,"0.5863 %","0.4995 %",-0.0867,145318495,0.4995,"Europe",29091227566,2024,4.3347,"$145.32M",0.85,"#CDC3C3","Germany",145318495,2024
"1034","Greece","Ukraine","Metallurgy",12579425,571830196275,3352464069,"0.5863 %","0.3914 %",-0.1948,12579425,0.3914,"Europe",3213727439,2024,0.3752,"$12.58M",0.67,"#C6ADAD","Greece",12579425,2024
"1035","Guyana","Ukraine","Metallurgy",408,571830196275,3352464069,"0.5863 %","8e-04 %",-0.5855,408,8e-04,"South America",53761719,2024,0,"$0.41k",0,"darkred","Guyana",408,2024
"1036","Hong Kong","Ukraine","Metallurgy",157651,571830196275,3352464069,"0.5863 %","0.0042 %",-0.5821,157651,0.0042,"Asia",3749723545,2024,0.0047,"$157.65k",0.01,"#921515","Hong Kong",157651,2024
"1037","Hungary","Ukraine","Metallurgy",9002436,571830196275,3352464069,"0.5863 %","0.5721 %",-0.0142,9002436,0.5721,"Europe",1573690127,2024,0.2685,"$9M",0.98,"#D2D1D1","Hungary",9002436,2024
"1038","India","Ukraine","Metallurgy",11168756,571830196275,3352464069,"0.5863 %","0.0616 %",-0.5246,11168756,0.0616,"Asia",18123249443,2024,0.3332,"$11.17M",0.11,"#A34646","India",11168756,2024
"1039","Indonesia","Ukraine","Metallurgy",1486,571830196275,3352464069,"0.5863 %","0 %",-0.5862,1486,0,"Asia",5335561311,2024,0,"$1.49k",0,"darkred","Indonesia",1486,2024
"1040","Ireland","Ukraine","Metallurgy",33604,571830196275,3352464069,"0.5863 %","0.0059 %",-0.5804,33604,0.0059,"Europe",568618376,2024,0.001,"$33.6k",0.01,"#921515","Ireland",33604,2024
"1041","Israel","Ukraine","Metallurgy",182007,571830196275,3352464069,"0.5863 %","0.0693 %",-0.5169,182007,0.0693,"Asia",262475291,2024,0.0054,"$182.01k",0.12,"#A44949","Israel",182007,2024
"1042","Italy","Ukraine","Metallurgy",63444219,571830196275,3352464069,"0.5863 %","0.3501 %",-0.2361,63444219,0.3501,"Europe",18120544271,2024,1.8925,"$63.44M",0.6,"#C3A3A3","Italy",63444219,2024
"1043","Ivory Coast","Ukraine","Metallurgy",22233,571830196275,3352464069,"0.5863 %","0.0191 %",-0.5672,22233,0.0191,"Africa",116539184,2024,7e-04,"$22.23k",0.03,"#972525","Ivory Coast",22233,2024
"1044","Japan","Ukraine","Metallurgy",12683431,571830196275,3352464069,"0.5863 %","0.0525 %",-0.5338,12683431,0.0525,"Asia",24163445160,2024,0.3783,"$12.68M",0.09,"#A13F3F","Japan",12683431,2024
"1045","Kazakhstan","Ukraine","Metallurgy",2098349,571830196275,3352464069,"0.5863 %","0.2674 %",-0.3189,2098349,0.2674,"Asia",784860380,2024,0.0626,"$2.1M",0.46,"#BC8F8F","Kazakhstan",2098349,2024
"1046","Kuwait","Ukraine","Metallurgy",2027,571830196275,3352464069,"0.5863 %","0.0011 %",-0.5851,2027,0.0011,"Asia",180985291,2024,1e-04,"$2.03k",0,"darkred","Kuwait",2027,2024
"1047","Kyrgyzstan","Ukraine","Metallurgy",20165,571830196275,3352464069,"0.5863 %","0.0115 %",-0.5747,20165,0.0115,"Asia",174713028,2024,6e-04,"$20.16k",0.02,"#951E1E","Kyrgyzstan",20165,2024
"1048","Latvia","Ukraine","Metallurgy",2126505,571830196275,3352464069,"0.5863 %","0.9159 %",0.3296,2126505,0.9159,"Europe",232172760,2024,0.0634,"$2.13M",1.56,"#76A276","Latvia",2126505,2024
"1049","Liberia","Ukraine","Metallurgy",70,571830196275,3352464069,"0.5863 %","1e-04 %",-0.5861,70,1e-04,"Africa",51319304,2024,2.088e-06,"$0.07k",0,"darkred","Liberia",70,2024
