Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Otto,https://www.crunchbase.com/funding_round/otto-7513-seed--f0f1680d,Otto,https://www.crunchbase.com/organization/otto-7513,Seed,6000000,USD,6000000,2024-08-22,Seed,,,,Yes,Otto is a startup developing an intelligent and autonomous AI travel adviser for business travelers.,"Artificial Intelligence (AI), Travel, Travel Agency",,"Seattle, Washington, United States, North America",https://www.ottotheagent.com/,,6000000,USD,6000000,Seed,1,Madrona,"Aman Bhutani, Barney Harford, Christal Bemont, Couchsurfing, Direct Travel, Erik Blachford, Hugh Crean, John Kim, Madrona",9,2,203
Venture Round - KIP Protocol,https://www.crunchbase.com/funding_round/kip-protocol-series-unknown--4f36cf1e,KIP Protocol,https://www.crunchbase.com/organization/kip-protocol,Venture - Series Unknown,5000000,USD,5000000,2024-08-16,,,,,Yes,"KIP Protocol is a decentralized base layer on which AI models, apps, and data owners can safely transact and monetize in Web3.","Artificial Intelligence (AI), Blockchain, Cryptocurrency, Web3",,"Hong Kong, Hong Kong Island, Hong Kong, Asia",https://kip.pro,,10000000,USD,10000000,,2,"Animoca Ventures, Tribe Capital","Animoca Ventures, Contango, DWF Labs, Fomocraft Ventures, GBV Capital, GD10 Ventures, K300 Ventures, Kyros Ventures, MH Ventures, Morningstar Ventures, NewTribe Capital, Purechain Capital, Tribe Capital, ZBS CAPITAL",14,2,207
Seed Round - DC Connected,https://www.crunchbase.com/funding_round/dc-connected-seed--09eeefe4,DC Connected,https://www.crunchbase.com/organization/dc-connected,Seed,2100000,EUR,2292116,2024-08-07,Seed,,,,Yes,"Saas, Artificial Intelligence, Predicitve Analytics, Automotive, Generative AI","Analytics, Artificial Intelligence (AI), Auto Insurance, Automotive, Generative AI, Machine Learning, Predictive Analytics, Software",,"Nersingen, Bayern, Germany, Europe",https://www.dc-connected.de/,,3200000,EUR,3478741,Seed,3,VENPACE,"APX, Atlas Ventures, Bloomhaus Ventures, Borusan Ventures, Network.VC, VENPACE",6,2,209
Seed Round - Black Forest Labs,https://www.crunchbase.com/funding_round/black-forest-labs-01de-seed--b2580825,Black Forest Labs,https://www.crunchbase.com/organization/black-forest-labs-01de,Seed,28000000,EUR,30202193,2024-08-01,Seed,,,,Yes,"Black Forest Labs develops advanced generative deep learning models for images and videos, emphasizing broad accessibility and transparency.","Artificial Intelligence (AI), Media and Entertainment, Software",,"Freiburg Im Breisgau, Baden-Wurttemberg, Germany, Europe",https://blackforestlabs.ai,,28000000,EUR,30202193,Seed,1,Andreessen Horowitz,"Andreessen Horowitz, Brendan Iribe, Garry Tan, General Catalyst, Michael Ovitz, Mätch VC, Timo Aila, Vladlen Koltun",8,1,214
Pre Seed Round - Harmonyze,https://www.crunchbase.com/funding_round/legal-hat-pre-seed--4f1708ff,Harmonyze,https://www.crunchbase.com/organization/legal-hat,Pre-Seed,2000000,USD,2000000,2024-08-22,Seed,,,,Yes,Empowering franchisors to run exceptional and profitable networks with purpose-built AI agents.,"Artificial Intelligence (AI), B2B, Franchise, SaaS",,"Brooklyn, New York, United States, North America",https://harmonyze.com/,,2000000,USD,2000000,Seed,1,Bowery Capital,"Bowery Capital, focal",2,,224
Seed Round - BeyondMath,https://www.crunchbase.com/funding_round/beyondmath-seed--f9aae94c,BeyondMath,https://www.crunchbase.com/organization/beyondmath,Seed,6500000,GBP,8463354,2024-08-20,Seed,,,,Yes,AI-first approach to simulating the physical world,Artificial Intelligence (AI),,"Cambridge, Cambridgeshire, United Kingdom, Europe",https://beyondmath.com,,8000000,GBP,10302137,Seed,2,UP Partners,"InMotion Ventures, Insight Partners, UP Partners",3,3,225
Series A - Contextual AI,https://www.crunchbase.com/funding_round/contextual-ai-series-a--c9051db5,Contextual AI,https://www.crunchbase.com/organization/contextual-ai,Series A,80000000,USD,80000000,2024-08-01,Early Stage Venture,529000000,USD,529000000,Yes,Contextual AI offers a pioneering approach to generative AI for the workplace.,"Artificial Intelligence (AI), Generative AI, Software",,"Mountain View, California, United States, North America",https://contextual.ai,,100000000,USD,100000000,Early Stage Venture,2,Greycroft,"Bain Capital Ventures, Bezos Expeditions, Conviction Partners, Greycroft, HSBC Ventures, Lightspeed Venture Partners, Lip-Bu Tan, NVentures, Recall Capital, Snowflake Ventures",10,4,234
Seed Round - Guidehealth,https://www.crunchbase.com/funding_round/guidehealth-seed--8406b869,Guidehealth,https://www.crunchbase.com/organization/guidehealth,Seed,14000000,USD,14000000,2024-08-06,Seed,,,,Yes,"Guidehealth offers healthcare solutions focusing on patient care, provider support, and technology integration.","Artificial Intelligence (AI), Health Care, Information Technology, Medical",,"Dallas, Texas, United States, North America",https://guidehealth.com,,14000000,USD,14000000,Seed,1,Memorial Hermann Health System,Memorial Hermann Health System,1,,240
Series A - UptimeAI,https://www.crunchbase.com/funding_round/uptimeai-series-a--f1e84565,UptimeAI,https://www.crunchbase.com/organization/uptimeai,Series A,13999999,USD,13999999,2024-07-01,Early Stage Venture,,,,Yes,UptimeAI specializes in AI-based predictive maintenance software for heavy industries.,"Artificial Intelligence (AI), Machine Learning, Software",,"San Francisco, California, United States, North America",https://www.uptimeai.com,$1M to $10M,19006791,USD,19006791,Early Stage Venture,5,Westbridge Capital,"Aditya Birla Ventures, Emergent Ventures, Westbridge Capital",3,2,250
Series E - Spring Health,https://www.crunchbase.com/funding_round/spring-care-series-e--a759058c,Spring Health,https://www.crunchbase.com/organization/spring-care,Series E,100000000,USD,100000000,2024-07-31,Late Stage Venture,3200000000,USD,3200000000,Yes,Spring Health provides mental health solution for employers and health plans.,"Artificial Intelligence (AI), Health Care, Mental Health, mHealth, Wellness","East Asian Founded, East Asian Led, Middle Eastern / North African Founded, Middle Eastern / North African Led, Women Founded, Women Led","New York, New York, United States, North America",https://www.springhealth.com,$1M to $10M,466500000,USD,466500000,Late Stage Venture,7,Generation Investment Management,"Generation Investment Management, Kinnevik, Northzone, RRE Ventures, The William K. Warren Foundation",5,4,255
Series A - Consensus,https://www.crunchbase.com/funding_round/consensus-c075-series-a--da3129bd,Consensus,https://www.crunchbase.com/organization/consensus-c075,Series A,11500000,USD,11500000,2024-07-23,Early Stage Venture,,,,Yes,Consensus is a search engine that uses AI to find answers in scientific research.,"Artificial Intelligence (AI), Machine Learning, Natural Language Processing, Search Engine, Software, Subscription Service, Vertical Search",,"Boston, Massachusetts, United States, North America",https://consensus.app,,15700000,USD,15700000,Early Stage Venture,3,Union Square Ventures,"Alumni Ventures, Daniel Gross, Draper Associates, Kevin Carter, Nat Friedman, Path Ventures, Union Square Ventures",7,2,256
Series D - Abnormal Security,https://www.crunchbase.com/funding_round/abnormal-security-series-d--421846a4,Abnormal Security,https://www.crunchbase.com/organization/abnormal-security,Series D,250000000,USD,250000000,2024-08-06,Late Stage Venture,4850000000,USD,4850000000,Yes,Abnormal Security is an email security company that protects enterprises and organizations from targeted email attacks.,"Artificial Intelligence (AI), Cyber Security, Email, Information Technology, Network Security",,"San Francisco, California, United States, North America",https://www.abnormalsecurity.com,$100M to $500M,534000000,USD,534000000,Late Stage Venture,5,Wellington Management,"CrowdStrike Falcon Fund, Greylock, Insight Partners, Menlo Ventures, Wellington Management",5,6,266
Corporate Round - Gatik,https://www.crunchbase.com/funding_round/gatik-ai-corporate-round--7e70c1b7,Gatik,https://www.crunchbase.com/organization/gatik-ai,Corporate Round,,,,2024-08-21,,,,,Yes,Gatik is developing technology for autonomous light & medium duty trucks for B2B short-haul logistics.,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles",Women Founded,"Mountain View, California, United States, North America",http://www.gatik.ai/,$1M to $10M,152857843,USD,152857843,,8,Nippon Express USA,Nippon Express USA,1,,267
Seed Round - Goodfire,https://www.crunchbase.com/funding_round/goodfire-b4cb-seed--24f34daf,Goodfire,https://www.crunchbase.com/organization/goodfire-b4cb,Seed,7000000,USD,7000000,2024-08-15,Seed,,,,Yes,Interpretability tooling for safe and reliable generative AI models,Artificial Intelligence (AI),,"San Francisco, California, United States, North America",https://goodfire.ai/,,7000000,USD,7000000,Seed,1,Lightspeed Venture Partners,"Bluebirds Capital, Juniper Ventures, Lightspeed Venture Partners, Menlo Ventures, Mythos Ventures, South Park Commons, Work-Bench",7,3,272
Venture Round - Rewst,https://www.crunchbase.com/funding_round/rewst-series-unknown--28708291,Rewst,https://www.crunchbase.com/organization/rewst,Venture - Series Unknown,45000000,USD,45000000,2024-08-07,,,,,Yes,Rewst develops a robotic process automation technology for smaller managed services providers.,"Information Technology, Robotic Process Automation (RPA), Robotics, Software",,"Tampa, Florida, United States, North America",https://rewst.io,$1M to $10M,124000000,USD,124000000,,7,Sapphire Ventures,"Meritech Capital Partners, OpenView, Sapphire Ventures",3,3,277
Venture Round - Clarium,https://www.crunchbase.com/funding_round/clarium-series-unknown--3ca65bcd,Clarium,https://www.crunchbase.com/organization/clarium,Venture - Series Unknown,10500000,USD,10500000,2024-08-20,,,,,Yes,"Clarium AI software allows hospital departments to automate tasks, increase collaboration, streamline operations and enhance productivity.","Artificial Intelligence (AI), Health Care, Hospital",,"New York, New York, United States, North America",https://www.clariumhealth.com/,,10500000,USD,10500000,,2,General Catalyst,"1984 Ventures, AlleyCorp, Alumni Ventures, General Catalyst, Kaiser Permanente Ventures, TMC Venture Fund, Yale-New Haven Hospital",7,1,279
Series B - Rebellions,https://www.crunchbase.com/funding_round/rebellions-ai-series-b--0a931f2f,Rebellions,https://www.crunchbase.com/organization/rebellions-ai,Series B,20000000000,KRW,14457690,2024-07-23,Early Stage Venture,,,,Yes,Rebellions develops AI accelerators by bridging the gap between underlying silicon architectures and deep learning algorithms.,"Artificial Intelligence (AI), Machine Learning, Semiconductor, Software",,"Seongnam, Kyonggi-do, South Korea, Asia",https://rebellions.ai,$10M to $50M,297600000000,KRW,226707848,Early Stage Venture,6,Wa’ed Ventures,Wa’ed Ventures,1,1,286
Venture Round - Moonlit.ai,https://www.crunchbase.com/funding_round/moonlit-ai-series-unknown--86e810b7,Moonlit.ai,https://www.crunchbase.com/organization/moonlit-ai,Venture - Series Unknown,,,,2024-08-20,,,,,Yes,Moonlit is a legal knowledge platform designed to facilitate cross-border legal research and monitoring across the European Union.,"Artificial Intelligence (AI), Legal, Legal Tech",,"Amsterdam, Noord-Holland, The Netherlands, Europe",https://www.moonlit.ai,,,,,,1,Curiosity VC,Curiosity VC,1,1,290
Pre Seed Round - Revrag,https://www.crunchbase.com/funding_round/revrag-pre-seed--9d1bf0a3,Revrag,https://www.crunchbase.com/organization/revrag,Pre-Seed,600000,USD,600000,2024-08-22,Seed,,,,Yes,Revrag aims to automate tasks and increase sales efficiency by empowering revenue teams.,"Artificial Intelligence (AI), Sales, Sales Automation",,"Bangalore, Karnataka, India, Asia",https://www.revrag.ai/,,600000,USD,600000,Seed,1,Powerhouse Ventures,"Deepak Anchala, Kunal Shah, Powerhouse Ventures, Vetri Vetrivelkumaran Vellore, Viral Bajaria",5,,293
Seed Round - Hedra,https://www.crunchbase.com/funding_round/hedra-2986-seed--2eb926f9,Hedra,https://www.crunchbase.com/organization/hedra-2986,Seed,10000000,USD,10000000,2024-08-01,Seed,,,,Yes,Hedra is a new generative AI video making tool.,"Artificial Intelligence (AI), Media and Entertainment",,"San Francisco, California, United States, North America",https://www.hedra.com/,,10000000,USD,10000000,Seed,1,"A16Z GAMES Speedrun, Abstract Ventures, Index Ventures","A16Z GAMES Speedrun, Abstract Ventures, Bilawal Sidhu, David Benhaim, Greg Mark, Index Ventures, John Rogovin, Jonathan T. Barron, Kevin Hartz, Nikhila Ravi, Outset Capital, Robyn Peterson",12,,299
Series B - HT Aero,https://www.crunchbase.com/funding_round/ht-aero-series-b--29b2628d,HT Aero,https://www.crunchbase.com/organization/ht-aero,Series B,150000000,USD,150000000,2024-08-04,Early Stage Venture,,,,Yes,HT Aero aspires to be the pioneer of urban air mobility (UAM) and is dedicated to producing safe and intelligent electric flying vehicles.,"Aerospace, Automotive, Electric Vehicle, Intelligent Systems",,"Tianhe, Hubei, China, Asia",https://www.aeroht.com,,650000000,USD,650000000,Early Stage Venture,2,,,,,300
Venture Round - Bardeen,https://www.crunchbase.com/funding_round/bardeen-series-unknown--a9334229,Bardeen,https://www.crunchbase.com/organization/bardeen,Venture - Series Unknown,3000000,USD,3000000,2024-08-08,,,,,Yes,"Bardeen.ai provides AI agents for businesses, automating tasks and removing workflow friction.","Artificial Intelligence (AI), Business Process Automation (BPA), Data Integration, Productivity Tools, SaaS",,"San Francisco, California, United States, North America",https://www.bardeen.ai,$1M to $10M,21800000,USD,21800000,,4,"Dropbox Ventures, HubSpot Ventures","Dropbox Ventures, HubSpot Ventures",2,1,302
Series B - Zhuoshi Technology,https://www.crunchbase.com/funding_round/zhuoshi-future-series-b--c13cd93a,Zhuoshi Technology,https://www.crunchbase.com/organization/zhuoshi-future,Series B,100000000,CNY,13926025,2024-08-12,Early Stage Venture,,,,Yes,Zhuoshi Technology is an artificial intelligence technology company.,"Artificial Intelligence (AI), EdTech, Education, Metaverse",,"Haidian, Beijing, China, Asia",https://www.maas.com.cn/,,140000000,CNY,19662272,Early Stage Venture,3,Cowin Capital,"Cowin Capital, Qingdao Haifa Group, TusStar",3,,318
Debt Financing - FLYR,https://www.crunchbase.com/funding_round/flyr-debt-financing--ffa86cb8,FLYR,https://www.crunchbase.com/organization/flyr,Debt Financing,70000000,USD,70000000,2024-08-08,,,,,No,FLYR is a technology company that uses AI to help airlines and hospitality businesses.,"Air Transportation, Analytics, Artificial Intelligence (AI), Machine Learning, Predictive Analytics",,"Santa Monica, California, United States, North America",http://flyrlabs.com,,481842686,USD,481842686,Late Stage Venture,12,Vista Credit Partners,Vista Credit Partners,1,,319
Pre Seed Round - Userled,https://www.crunchbase.com/funding_round/userled-pre-seed--e33a027e,Userled,https://www.crunchbase.com/organization/userled,Pre-Seed,4000000,GBP,5103375,2024-08-09,Seed,,,,Yes,Userled is an AI-powered startup that automates the distribution of personalizing marketing experiences across all ad and email platforms.,"Artificial Intelligence (AI), Email Marketing, Marketing, Marketing Automation, Personalization",,"Sevenoaks, Kent, United Kingdom, Europe",https://userled.io/,,4000000,GBP,5103375,Seed,1,LocalGlobe,"Dig Ventures, Jonathan Widawski, LocalGlobe, Remy Lazarovici, Stephen Whitworth, Tim Sadler",6,1,328
