Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Equity Only Funding,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Funding Status,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/funding_round/macro-eyes-seed--9003c3bb,Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/organization/macro-eyes,Seed,,,,2018-06-05,Seed,Yes,,,,"AI-powered supply chain API that predicts demand, optimizes supply and geolocates - continuously improving on its own.","Artificial Intelligence (AI), Machine Learning, Scheduling, Software, Supply Chain Management",,"Seattle, Washington, United States, North America",https://www.pendulum.global/,,Seed,7,2700000,USD,2700000,HeartX,HeartX,1,,"560,413"
Series A - Yellow,https://www.crunchbase.com/funding_round/yellow-d7ae-series-a--0de523f2,Yellow,https://www.crunchbase.com/organization/yellow-d7ae,Series A,63000000,USD,63000000,2018-09-13,Early Stage Venture,Yes,,,,Yellow is an online micro-mobility platform that offers bike and e-scooter sharing services.,"Last Mile Transportation, Public Transportation, Ride Sharing, Transportation",,"São Paulo, Sao Paulo, Brazil, South America",https://yellow.app,$1M to $10M,M&A,4,125300000,USD,125300000,Notable Capital,"Base10 Partners, Grishin Robotics, monashees, Notable Capital",4,2,"562,600"
Series A - Ruitai Microelectronics,https://www.crunchbase.com/funding_round/ruitai-microelectronics-series-a--df5d1c46,Ruitai Microelectronics,https://www.crunchbase.com/organization/ruitai-microelectronics,Series A,100000000,CNY,13959462,2023-06-14,Early Stage Venture,Yes,,,,Ruitai Microelectronics is a supplier of high-performance analog and analog-digital hybrid chips for intelligent networked vehicles.,"Electronics, Intelligent Systems, Semiconductor",,"Beijing, Beijing, China, Asia",http://www.meritech-ic.com,,Early Stage Venture,3,100000000,CNY,13959462,NIO Capital,"Hua Partners, Lightspeed Venture Partners, NIO Capital",3,3,"656,799"
Pre Seed Round - Reef.ai,https://www.crunchbase.com/funding_round/reef-ai-pre-seed--caf39b6c,Reef.ai,https://www.crunchbase.com/organization/reef-ai,Pre-Seed,,,,2020-12-01,Seed,Yes,,,,Reef.ai develops a net retention platform that leverages artificial intelligence to extract data from multiple systems across businesses.,"Artificial Intelligence (AI), Customer Service, Software","Black Founded, Black Led","Honolulu, Hawaii, United States, North America",https://reef.ai,$1M to $10M,Seed,2,5200000,USD,5200000,,Dig Ventures,1,1,"542,684"
Post-IPO Equity - Salesforce,https://www.crunchbase.com/funding_round/salesforce-post-ipo-equity--9610b646,Salesforce,https://www.crunchbase.com/organization/salesforce,Post-IPO Equity,,,,2022-10-18,,Yes,,,,Salesforce is a cloud-based software company that provides customer relationship management software and applications.,"Artificial Intelligence (AI), Cloud Computing, CRM, SaaS, Sales Enablement, Software",Women Led,"San Francisco, California, United States, North America",https://www.salesforce.com,$10B+,IPO,7,65375124,USD,65375124,Starboard Value,Starboard Value,1,,"545,734"
Series A - DataSnipper,https://www.crunchbase.com/funding_round/datasnipper-series-a--37580215,DataSnipper,https://www.crunchbase.com/organization/datasnipper,Series A,,,,2022-09-07,Early Stage Venture,Yes,,,,DataSnipper is a financial audit company that provides an AI-powered intelligent automation platform in Excel.,"Accounting, Database, Finance, Information Services, Intelligent Systems, Software",,"Amsterdam, Noord-Holland, The Netherlands, Europe",https://www.datasnipper.com,,Early Stage Venture,2,100000000,USD,100000000,Insight Partners,Insight Partners,1,1,"281,922"
Series A - Neeva,https://www.crunchbase.com/funding_round/neeva-series-a--7f2774da,Neeva,https://www.crunchbase.com/organization/neeva,Series A,37500000,USD,37500000,2020-06-22,Early Stage Venture,Yes,,,,"Neeva is an ad-free, private search engine that helps its users find exactly what matters to them.","Internet, Search Engine",,"Mountain View, California, United States, North America",https://neeva.com/,$1M to $10M,M&A,2,77500000,USD,77500000,,"Greylock, Sequoia Capital, Sridhar Ramaswamy, SV Angel",4,,"285,928"
Seed Round - Muzzley,https://www.crunchbase.com/funding_round/muzzley-seed--25735902,Muzzley,https://www.crunchbase.com/organization/muzzley,Seed,,,,2017-07-01,Seed,Yes,,,,"Muzzley is a single intelligent entry point for connected devices, and a complete SaaS and PaaS solution for consumer IoT.","Information Technology, Internet of Things, Machine Learning, Mobile Apps, PaaS, SaaS, Software",,"Lisbon, Lisboa, Portugal, Europe",https://muzzley.com/muzzleyforbusiness,$1M to $10M,M&A,5,4896500,USD,4896500,,Techstars,1,,"123,331"
Debt Financing - OutsideIQ,https://www.crunchbase.com/funding_round/outsideiq-debt-financing--08cc10c1,OutsideIQ,https://www.crunchbase.com/organization/outsideiq,Debt Financing,,,,2016-09-30,,No,,,,OutsideIQ develops innovative artificial intelligence solutions.,"Artificial Intelligence (AI), Big Data, Software",,"Toronto, Ontario, Canada, North America",https://www.outsideiq.com/,$1M to $10M,M&A,4,7000000,USD,7000000,Espresso Capital,Espresso Capital,1,,"126,294"
Seed Round - Vubble,https://www.crunchbase.com/funding_round/vubble-seed--be73d1b9,Vubble,https://www.crunchbase.com/organization/vubble,Seed,,,,2016-01-01,Seed,Yes,,,,Vubble is an information technology company that interprets and moderates offline audio and video.,"Artificial Intelligence (AI), Content, Machine Learning",,"Toronto, Ontario, Canada, North America",https://www.vubblepop.com,,Seed,1,,,,Accelerator Centre,Accelerator Centre,1,,"268,217"
Non Equity Assistance - Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/funding_round/macro-eyes-non-equity-assistance--6133b168,Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/organization/macro-eyes,Non-equity Assistance,,,,2017-11-05,,No,,,,"AI-powered supply chain API that predicts demand, optimizes supply and geolocates - continuously improving on its own.","Artificial Intelligence (AI), Machine Learning, Scheduling, Software, Supply Chain Management",,"Seattle, Washington, United States, North America",https://www.pendulum.global/,,Seed,7,2700000,USD,2700000,Dreamit Ventures,"Dreamit Healthtech, Dreamit Ventures",2,,"270,457"
Series B - Nfinite,https://www.crunchbase.com/funding_round/hubstairs-series-b--1ffe5b7d,Nfinite,https://www.crunchbase.com/organization/hubstairs,Series B,100000000,USD,100000000,2022-06-07,Early Stage Venture,Yes,,,,Nfinite boosts sales with AI-driven CGI. Now offering AI training and fine-tuning with tailored synthetic data for better model performance.,"3D Technology, Artificial Intelligence (AI), E-Commerce, Generative AI, Retail Technology, SaaS, Software",,"New York, New York, United States, North America",https://www.nfinite.app,,Early Stage Venture,5,122240558,USD,122240558,Insight Partners,"Insight Partners, U.S. Venture Partners",2,1,"647,630"
Seed Round - Ysance,https://www.crunchbase.com/funding_round/ysance-seed--46cd784b,Ysance,https://www.crunchbase.com/organization/ysance,Seed,,,,2019-01-01,Seed,Yes,,,,Ysance provides SaaS AI and marketing solutions for retailers around the world.,"Artificial Intelligence (AI), Big Data, CRM, Digital Marketing, Machine Learning, SaaS, Software",,"Paris, Ile-de-France, France, Europe",http://www.ysance.com/en,$1M to $10M,M&A,2,5000000,EUR,5588453,,Pleiade Venture,1,,"583,398"
Secondary Market - Cloudera,https://www.crunchbase.com/funding_round/cloudera-secondary-market--42e01fd0,Cloudera,https://www.crunchbase.com/organization/cloudera,Secondary Market,,,,2016-12-16,,No,,,,Cloudera is a software development company that offers data management and cloud-native data analytic solutions.,"Analytics, Artificial Intelligence (AI), Cloud Computing, Data Governance, Data Management, Enterprise Software, InsurTech, Machine Learning, Software",,"Santa Clara, California, United States, North America",http://www.cloudera.com,$500M to $1B,M&A,13,1041000000,USD,1041000000,,SharesPost Investment Management,1,1,"588,249"
Seed Round - Zingly.ai,https://www.crunchbase.com/funding_round/zingly-3d5c-seed--529d4ea0,Zingly.ai,https://www.crunchbase.com/organization/zingly-3d5c,Seed,4450000,USD,4450000,2021-12-14,Seed,Yes,,,,"Zingly integrates GenAI, humans, and data for seamless, personalized customer interactions, building lasting relationships and improved CX","Customer Service, Generative AI, Software",,"San Ramon, California, United States, North America",https://www.zingly.ai,,Seed,3,15450000,USD,15450000,,,,,"662,258"
Venture Round - Theorem,https://www.crunchbase.com/funding_round/theorem-687d-series-unknown--c360b789,Theorem,https://www.crunchbase.com/organization/theorem-687d,Venture - Series Unknown,,,,2016-01-01,,Yes,,,,"Theorem uses data science and machine learning to invest in marketplace lending loans, profitably managing over $800mm in assets.","Financial Services, FinTech, Machine Learning, Software Engineering",,"San Francisco, California, United States, North America",http://www.theoremlp.com,$100M to $500M,M&A,2,2500000,USD,2500000,,Two Sigma Ventures,1,,"352,375"
Pre Seed Round - PeopleCube,https://www.crunchbase.com/funding_round/peoplecube-pre-seed--2771aaa9,PeopleCube,https://www.crunchbase.com/organization/peoplecube,Pre-Seed,,,,2022-02-14,Seed,Yes,,,,"PeopleCube provides intelligent on-demand workplace management solutions, enabling enterprises to cut costs based on actual workspace usage.","Business Intelligence, Facility Management, Intelligent Systems",Women Founded,"Framingham, Massachusetts, United States, North America",http://www.peoplecube.com,,M&A,2,17000000,USD,17000000,,GSD Venture Studios,1,,"352,524"
Venture Round - Alliance Health Networks,https://www.crunchbase.com/funding_round/alliance-health-networks-series-unknown--d43330b7,Alliance Health Networks,https://www.crunchbase.com/organization/alliance-health-networks,Venture - Series Unknown,,,,2016-10-01,,Yes,,,,Company currently undergoing official rebranding- stay tuned for details,"Health Care, Pharmaceutical, Predictive Analytics",,"Logan, Utah, United States, North America",http://www.alliancehealthnetworks.com,$10M to $50M,,4,16590000,USD,16590000,,Zuma Partners,1,,"264,715"
Seed Round - Seed Digital,https://www.crunchbase.com/funding_round/seed-digital-seed--c9f0b288,Seed Digital,https://www.crunchbase.com/organization/seed-digital,Seed,,,,2016-01-01,Seed,Yes,,,,Seed Digital uses an intelligent platform to help companies analyze consumer behavior.,"Analytics, Information Technology, Intelligent Systems, Internet, Marketing, Software",,"São Paulo, Sao Paulo, Brazil, South America",http://www.seeddigital.com.br/,$1M to $10M,Seed,1,,,,Rigi Ventures,Rigi Ventures,1,,"264,830"
Grant - Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/funding_round/macro-eyes-grant--8b0c1719,Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/organization/macro-eyes,Grant,100000,USD,100000,2018-11-06,,No,,,,"AI-powered supply chain API that predicts demand, optimizes supply and geolocates - continuously improving on its own.","Artificial Intelligence (AI), Machine Learning, Scheduling, Software, Supply Chain Management",,"Seattle, Washington, United States, North America",https://www.pendulum.global/,,Seed,7,2700000,USD,2700000,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,1,,"264,894"
Non Equity Assistance - Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/funding_round/macro-eyes-non-equity-assistance--aaf00f42,Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/organization/macro-eyes,Non-equity Assistance,,,,2017-12-14,,No,,,,"AI-powered supply chain API that predicts demand, optimizes supply and geolocates - continuously improving on its own.","Artificial Intelligence (AI), Machine Learning, Scheduling, Software, Supply Chain Management",,"Seattle, Washington, United States, North America",https://www.pendulum.global/,,Seed,7,2700000,USD,2700000,,MassChallenge,1,1,"323,917"
Seed Round - Waymark (formerly Stik),https://www.crunchbase.com/funding_round/stik-seed--5bf3d894,Waymark (formerly Stik),https://www.crunchbase.com/organization/stik,Seed,,,,2017-12-20,Seed,Yes,,,,Grow your business with anyone-can-edit video from Waymark.,"Advertising, Artificial Intelligence (AI), Digital Marketing, Software, Video",,"Detroit, Michigan, United States, North America",https://waymark.com,$1M to $10M,,5,4616262,USD,4616262,,"Revolution, Revolution’s Rise of the Rest Seed Fund",2,,"325,203"
Grant - Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/funding_round/macro-eyes-grant--baafd5cc,Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/organization/macro-eyes,Grant,2200000,USD,2200000,2020-02-06,,No,,,,"AI-powered supply chain API that predicts demand, optimizes supply and geolocates - continuously improving on its own.","Artificial Intelligence (AI), Machine Learning, Scheduling, Software, Supply Chain Management",,"Seattle, Washington, United States, North America",https://www.pendulum.global/,,Seed,7,2700000,USD,2700000,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,1,,"410,869"
Series B - Neeva,https://www.crunchbase.com/funding_round/neeva-series-b--51a12282,Neeva,https://www.crunchbase.com/organization/neeva,Series B,40000000,USD,40000000,2021-03-08,Early Stage Venture,Yes,260000000,USD,260000000,"Neeva is an ad-free, private search engine that helps its users find exactly what matters to them.","Internet, Search Engine",,"Mountain View, California, United States, North America",https://neeva.com/,$1M to $10M,M&A,2,77500000,USD,77500000,"Greylock, Sequoia Capital","Greylock, Inovia Capital, Neythri Futures Fund, Sequoia Capital",4,3,"412,529"
Venture Round - Lemnisk,https://www.crunchbase.com/funding_round/vizury-series-unknown--69c55b22,Lemnisk,https://www.crunchbase.com/organization/vizury,Venture - Series Unknown,,,,2022-12-20,,Yes,,,,Lemnisk is a real-time marketing automation built on a customer data platform.,"Artificial Intelligence (AI), Marketing Automation, Personalization, Real Time",,"Bangalore, Karnataka, India, Asia",https://www.lemnisk.co/,$10M to $50M,,4,27000000,USD,27000000,Airtel Start-up Accelerator Program,Airtel Start-up Accelerator Program,1,1,"651,982"
Grant - Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/funding_round/macro-eyes-grant--9c167702,Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/organization/macro-eyes,Grant,100000,USD,100000,2017-11-14,,No,,,,"AI-powered supply chain API that predicts demand, optimizes supply and geolocates - continuously improving on its own.","Artificial Intelligence (AI), Machine Learning, Scheduling, Software, Supply Chain Management",,"Seattle, Washington, United States, North America",https://www.pendulum.global/,,Seed,7,2700000,USD,2700000,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,1,,"172,928"
