Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Industries,Organization Description,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Grant - Cephalgo,https://www.crunchbase.com/funding_round/cephalgo-grant--41960a57,Cephalgo,https://www.crunchbase.com/organization/cephalgo,Grant,2500000,EUR,2729109,2023-06-23,,,,,No,Artificial Intelligence (AI),Cephalgo offers psychiatrists wearable and discrete electroencephalography equipment that monitors emotions through brainwaves.,,"Strasbourg, Alsace, France, Europe",https://cephalgo.com,,2500000,EUR,2729109,,1,EIC Accelerator,EIC Accelerator,,1,"121,044"
Venture Round - Ask for the Moon,https://www.crunchbase.com/funding_round/wingzy-series-unknown--13708633,Ask for the Moon,https://www.crunchbase.com/organization/wingzy,Venture - Series Unknown,2500000,EUR,2724873,2024-03-06,,,,,Yes,"Artificial Intelligence (AI), Information Technology, Machine Learning",Spread and Secure Knowledge,,"Paris, Ile-de-France, France, Europe",https://home.askforthemoon.com/,,3000000,EUR,3290338,,2,,"Matterwave Ventures, UI Investissement",1,2,"11,798"
Seed Round - Deeploy,https://www.crunchbase.com/funding_round/deeploy-604f-seed--4d840082,Deeploy,https://www.crunchbase.com/organization/deeploy-604f,Seed,2500000,EUR,2710876,2023-06-14,Seed,,,,Yes,"Artificial Intelligence (AI), Information Technology, Machine Learning, Software",Deeploy makes ML deployments accountable by giving explainable AI (XAI) a central place in ML operations (MLOps),,"Utrecht, Utrecht, The Netherlands, Europe",https://deeploy.ml,$1M to $10M,3500000,EUR,3843727,Seed,2,Shaping Impact Group,"Anton Loeffen, Bonsai Partners, Curiosity VC, Emilia Capital, Golden Egg Check Capital, Shaping Impact Group, Why Commit Capital",1,7,"82,812"
Seed Round - Angsa Robotics,https://www.crunchbase.com/funding_round/angsa-robotics-seed--9a33c6d4,Angsa Robotics,https://www.crunchbase.com/organization/angsa-robotics,Seed,2500000,EUR,2710876,2023-06-14,Seed,,,,Yes,"Artificial Intelligence (AI), Robotics, Waste Management",Angsa Robotics one-of-a-kind system for automating rubbish collection in green environments.,,"Garching Bei München, Bayern, Germany, Europe",https://angsa-robotics.com,,2500000,EUR,2710876,Seed,1,Husqvarna Ventures,Husqvarna Ventures,1,1,"346,441"
Seed Round - Ellie.ai,https://www.crunchbase.com/funding_round/ellie-technologies-seed--909e6ae6,Ellie.ai,https://www.crunchbase.com/organization/ellie-technologies,Seed,2500000,EUR,2710724,2023-08-31,Seed,,,,Yes,"Artificial Intelligence (AI), Business Intelligence, Cloud Data Services, Data Visualization, Information Technology, Machine Learning, SaaS, Software",Ellie.ai is a Product Design and Collaboration platform for data teams. It's a cloud-based SaaS for large enterprises.,,"Helsinki, Southern Finland, Finland, Europe",https://ellie.ai,$1M to $10M,2500000,EUR,2710724,Seed,1,"Crowberry Capital, Newion","Crowberry Capital, Newion",2,2,"69,498"
Grant - Powerful Medical,https://www.crunchbase.com/funding_round/powerful-medical-grant--70f5144f,Powerful Medical,https://www.crunchbase.com/organization/powerful-medical,Grant,2500000,EUR,2709601,2024-02-28,,,,,No,"Artificial Intelligence (AI), Big Data, Health Care, Health Diagnostics, Image Recognition, Machine Learning, Medical, Software",Powerful Medical provides AI solutions that enable medical professionals to accurately diagnose and treat cardiovascular disease.,,"Samorin, Bratislava, Slovakia (Slovak Republic), Europe",https://www.powerfulmedical.com/,$1M to $10M,15230754,USD,15230754,Seed,4,EIC Accelerator,EIC Accelerator,,1,"13,526"
Seed Round - Qualiti,https://www.crunchbase.com/funding_round/qualiti-seed--ec0a74f9,Qualiti,https://www.crunchbase.com/organization/qualiti,Seed,2700000,USD,2700000,2024-02-29,Seed,,,,Yes,"Artificial Intelligence (AI), Information Technology, Software","Qualiti is an AI-managed test automation solution that creates, maintains, executes, and triages tests.",,"Salt Lake City, Utah, United States, North America",https://qualiti.ai/,$1M to $10M,14830886,USD,14830886,Seed,6,Crosslink Capital,Crosslink Capital,,1,"12,376"
Pre Seed Round - Vera,https://www.crunchbase.com/funding_round/parity-e0e6-pre-seed--c1e78b52,Vera,https://www.crunchbase.com/organization/parity-e0e6,Pre-Seed,2700000,USD,2700000,2023-10-05,Seed,,,,Yes,"Artificial Intelligence (AI), Information Technology, Machine Learning",Vera develops an assessment platform to identify and address risks in artificial intelligence and machine learning models.,,"New York, New York, United States, North America",https://www.askvera.io ,,2700000,USD,2700000,Seed,2,Differential Ventures,"Betaworks, Differential Ventures, Essence VC, Everywhere Ventures (The Fund), Greycroft, Nkechi Iregbulem, SaaS Ventures",,7,"37,518"
Seed Round - AccurKardia,https://www.crunchbase.com/funding_round/accurkardia-seed--fe51a03c,AccurKardia,https://www.crunchbase.com/organization/accurkardia,Seed,2700000,USD,2700000,2023-06-20,Seed,,,,Yes,"Analytics, Artificial Intelligence (AI), Health Diagnostics, Internet of Things, Medical",AccurKardia is an ECG-led diagnostics software company.,"Hispanic / Latine Founded, Hispanic / Latine Led, South Asian Founded, South Asian Led","New York, New York, United States, North America",https://www.accurkardia.com/,$1M to $10M,4270000,USD,4270000,Seed,6,,"Mayo Clinic Platform, Popular Impact Fund",,2,"475,192"
Series A - ZeroXFlow,https://www.crunchbase.com/funding_round/zeroxflow-series-a--274c250d,ZeroXFlow,https://www.crunchbase.com/organization/zeroxflow,Series A,3500000000,KRW,2684046,2023-11-24,Early Stage Venture,,,,Yes,"Artificial Intelligence (AI), Language Learning, Software","ZeroXFlow develops 1hour, an all-in-one platform for foreign language education.",,"Mapo, Seoul-t'ukpyolsi, South Korea, Asia",https://1hour.ai/,,5900000000,KRW,4600792,Early Stage Venture,6,Hana Ventures,"A STONE VENTURES, Hana Ventures, Laguna Investment, Must Ventures",1,4,"31,460"
Venture Round - Linkwiz,https://www.crunchbase.com/funding_round/linkwiz-series-unknown--eb1ce082,Linkwiz,https://www.crunchbase.com/organization/linkwiz,Venture - Series Unknown,400000000,JPY,2679726,2024-03-06,,,,,Yes,"Artificial Intelligence (AI), Robotics, Software",LinkWiz offers software that solves something about robots that is a bit difficult to use.,,"Hamamatsu, Shizuoka, Japan, Asia",https://linkwiz.co.jp,$1M to $10M,1700000000,JPY,14511595,,4,"Hamamatsu Iwata Shinkin Bank, Japan Finance Corporation","Hamamatsu Iwata Shinkin Bank, Japan Finance Corporation",,2,"22,137"
Seed Round - ThinkSono,https://www.crunchbase.com/funding_round/thinksono-seed--85bb07a2,ThinkSono,https://www.crunchbase.com/organization/thinksono,Seed,2100000,GBP,2676533,2024-03-14,Seed,,,,Yes,"Artificial Intelligence (AI), Computer, Health Care, Health Diagnostics, Software",Cutting edge AI ultrasound software for detection of blood clots (DVT),,"London, England, United Kingdom, Europe",https://thinksono.com/,$1M to $10M,5839020,GBP,7521513,Seed,5,Id4 ventures,"Brandenburg Kapital, Calm/Storm Ventures, Crowdcube, Cur8 Capital, Dubai Angel Investors, Id4 ventures",2,6,"7,499"
Convertible Note - Methinks,https://www.crunchbase.com/funding_round/methinks-2e94-convertible-note--df64f02d,Methinks,https://www.crunchbase.com/organization/methinks-2e94,Convertible Note,2500000,EUR,2675328,2023-11-13,,,,,No,"Artificial Intelligence (AI), Biotechnology, Information Technology, Life Science, Medical",Deep learning in neuroimaging,,"Barcelona, Catalonia, Spain, Europe",http://www.methinks.ai/,Less than $1M,5000000,EUR,5105703,Seed,3,European Innovation Council,European Innovation Council,1,1,"57,981"
Seed Round - deepeye,https://www.crunchbase.com/funding_round/deepeye-seed--352fed34,deepeye,https://www.crunchbase.com/organization/deepeye,Seed,2500000,EUR,2674163,2023-11-07,Seed,,,,Yes,"Artificial Intelligence (AI), Health Care, Medical Device, Software",Preventing blindness by improving retinal therapy with AI,,"Munich, Bayern, Germany, Europe",https://www.deepeye-medical.com,,2500000,EUR,2674163,Seed,1,YZR Capital,"Arve Capital, Bayern Kapital, Springboard Health Angels, YZR Capital",1,4,"37,333"
Seed Round - Captur,https://www.crunchbase.com/funding_round/captur-seed--3b5747d6,Captur,https://www.crunchbase.com/organization/captur,Seed,2200000,GBP,2670801,2023-10-18,Seed,,,,Yes,"Artificial Intelligence (AI), Computer, Information Technology, Software",Captur makes it easier to scale operations by automating frontline decision making with visual AI,,"London, England, United Kingdom, Europe",https://www.captur.ai,,3540000,GBP,4431209,Seed,3,Sure Valley Ventures,"Ascension Ventures, Concept Ventures, MMC Ventures, Sure Valley Ventures, Two Culture Capital",1,5,"43,134"
Series A - RICOS Co. Ltd.,https://www.crunchbase.com/funding_round/research-institute-for-computational-science-series-a--ea788225,RICOS Co. Ltd.,https://www.crunchbase.com/organization/research-institute-for-computational-science,Series A,399999985,JPY,2665002,2023-10-25,Early Stage Venture,,,,Yes,"3D Technology, Artificial Intelligence (AI), Machine Learning, Simulation","RICOS is a tech company that optimizes manufacturing processes using AI, simulation, and high-performance computing technologies.",,"Tokyo, Tokyo, Japan, Asia",https://www.ricos.co.jp/,$10M to $50M,742724985,JPY,5691090,Early Stage Venture,4,UTEC - The University of Tokyo Edge Capital Partners,"Drone Fund, Joyo Capital Partners, Mint, Prometech Group, Inc., U-Tokyo Entrepreneur Supporter's Club Incubation Fund, UTEC - The University of Tokyo Edge Capital Partners",,6,"46,385"
Seed Round - OlsAro,https://www.crunchbase.com/funding_round/olsaro-seed--46507058,OlsAro,https://www.crunchbase.com/organization/olsaro,Seed,2500000,EUR,2655272,2024-04-16,Seed,,,,Yes,Artificial Intelligence (AI),OlsAro produces salt-tolerant crops.,,,https://olsaro.com,,2500000,EUR,2655272,Seed,2,"Future Food Fund, PINC","AgFunder, FLORA Ventures, Future Food Fund, Mudcake, PINC",2,5,"10,326"
Seed Round - Ditch Labs,https://www.crunchbase.com/funding_round/ditch-labs-seed--7b04e760,Ditch Labs,https://www.crunchbase.com/organization/ditch-labs,Seed,3500000,CAD,2654574,2023-07-12,Seed,,,,Yes,"Addiction Treatment, Artificial Intelligence (AI), Health Care, Medical Device, Pharmaceutical",Digital Health & Devices,,"Montréal, Quebec, Canada, North America",https://www.ditchlabs.com,$1M to $10M,4324574,USD,4324574,Seed,6,Amplify Capital,"Amplify Capital, Anges Quebec, Boreal Ventures, Capital Angel Network, Investissement Quebec, Kale Investment Fund, Meditrial US, Symphony Care Network",,8,"42,792"
Venture Round - Phase Change Software,https://www.crunchbase.com/funding_round/phasechangesoftware-series-unknown--4db2b9da,Phase Change Software,https://www.crunchbase.com/organization/phasechangesoftware,Venture - Series Unknown,2654331,USD,2654331,2023-12-20,,,,,Yes,"Artificial Intelligence (AI), Developer Tools, Enterprise Software",Phase Change Software transforms software into a technology and radically improves software development productivity.,,"Golden, Colorado, United States, North America",https://www.phasechange.ai/,$1M to $10M,23001645,USD,23001645,,11,,,,,"49,263"
Venture Round - BigML,https://www.crunchbase.com/funding_round/bigml-series-unknown--7ab366e6,BigML,https://www.crunchbase.com/organization/bigml,Venture - Series Unknown,2652295,USD,2652295,2023-11-27,,,,,Yes,"Artificial Intelligence (AI), Machine Learning, Predictive Analytics",BigML is Machine Learning made beautifully simple for everyone,"Hispanic / Latine Founded, Hispanic / Latine Led","Corvallis, Oregon, United States, North America",http://bigml.com,$10M to $50M,7005380,USD,7005380,,6,,,,,"79,147"
Seed Round - Crux,https://www.crunchbase.com/funding_round/crux-7f13-seed--33755346,Crux,https://www.crunchbase.com/organization/crux-7f13,Seed,220000000,INR,2651153,2024-02-08,Seed,,,,Yes,"Analytics, Artificial Intelligence (AI)",Crux is an AI assistant that lets you query complex databases using commands in simple English.,,"Bangalore, Karnataka, India, Asia",https://getcrux.ai/,,3511153,USD,3511153,Seed,3,Emergent Ventures,"Aayush Phumbhra, Emergent Ventures, First Cheque, Karthik Ramamoorthy, Krishna Mehra, Neon Fund, Raghav Baldania, Tej Redkar, Y Combinator",,9,"7,667"
Pre Seed Round - Catio,https://www.crunchbase.com/funding_round/catio-pre-seed--9ccf568f,Catio,https://www.crunchbase.com/organization/catio,Pre-Seed,2644000,USD,2644000,2023-12-12,Seed,,,,Yes,"Artificial Intelligence (AI), Cloud Computing, Cloud Infrastructure, Enterprise Software, SaaS, Software Engineering","Copilot for tech stack architecture, enabling companies to excel with cloud native tech stacks, powered by data and AI.",,"Palo Alto, California, United States, North America",http://www.catio.tech,,4044000,USD,4044000,Seed,2,"Eniac Ventures, RRE Ventures","Eniac Ventures, Pender Ventures, RRE Ventures",5,3,"34,336"
Pre Seed Round - }exghts,https://www.crunchbase.com/funding_round/exghts-pre-seed--9a32555e,}exghts,https://www.crunchbase.com/organization/exghts,Pre-Seed,2400000,EUR,2619944,2023-07-01,Seed,,,,Yes,"Analytics, Artificial Intelligence (AI), Big Data, Cloud Computing, Collaboration, Data Mining, Enterprise Software, Lead Management, SaaS, Sales Automation",Exghts is SaaS Service Software Company,,"Brasov, Brasov, Romania, Europe",https://exghts.com,$1M to $10M,2400000,EUR,2619944,Seed,1,,,,,"387,706"
Seed Round - Osium AI,https://www.crunchbase.com/funding_round/osium-ai-seed--f1332c38,Osium AI,https://www.crunchbase.com/organization/osium-ai,Seed,2400000,EUR,2613095,2023-11-22,Seed,,,,Yes,"Artificial Intelligence (AI), Chemical, Software",Osium AI revolutionize materials development cycles through AI-driven methodologies.,,"Paris, Ile-de-France, France, Europe",https://osium.ai/,,3113095,USD,3113095,Seed,3,,"Atomico, Collaborative Fund, Isaac Oates, Julien Chaumond, Kima Ventures, Liz Wessel, Patrick Joubert, Raise Phiture philanthropical fund, Sequoia Scout, Singular, Thomas Clozel, Y Combinator",,12,"10,793"
Pre Seed Round - UltronAI,https://www.crunchbase.com/funding_round/ultron-ai-pre-seed--d40a58f4,UltronAI,https://www.crunchbase.com/organization/ultron-ai,Pre-Seed,2600750,USD,2600750,2023-06-14,Seed,,,,Yes,"Artificial Intelligence (AI), Information Technology, Software",UltronAI builds AI computer vision software for the retail industry.,,"Princeton, New Jersey, United States, North America",https://www.ultronai.com/,,2600750,USD,2600750,Seed,2,,"TBD Angels, Zenture Capital Partners",,2,"5,223"
Seed Round - Looq AI,https://www.crunchbase.com/funding_round/looq-ai-seed--26c226f3,Looq AI,https://www.crunchbase.com/organization/looq-ai,Seed,2600000,USD,2600000,2024-02-27,Seed,,,,Yes,"3D Technology, Artificial Intelligence (AI), Enterprise Software, Mapping Services, Software",Looq AI is an enterprise software company that offers 3D survey and mapping services using artificial intelligence.,,"San Diego, California, United States, North America",https://www.looq.ai/,,4649999,USD,4649999,Seed,3,BootstrapLabs,"BootstrapLabs, Longley Capital, Spatial Capital",1,3,"14,190"
Seed Round - Synthpop,https://www.crunchbase.com/funding_round/synthpop-seed--9c0a01b8,Synthpop,https://www.crunchbase.com/organization/synthpop,Seed,2600000,USD,2600000,2023-08-15,Seed,,,,Yes,"Artificial Intelligence (AI), Health Care, SaaS",Synthpop streamlines operations through AI-powered solutions that automate administrative tasks for healthcare providers.,,"Brooklyn, New York, United States, North America",https://www.synthpop.ai,,8200000,USD,8200000,Seed,3,,"Andrew Vigneault, CAPTRA CAPITAL, Flexcap, Half Court Ventures, Newfund, OVO Fund, Page One Ventures, Think + Ventures, Zelda Ventures",,9,"78,521"
Seed Round - Materials Nexus,https://www.crunchbase.com/funding_round/materials-nexus-seed--8b4dcdc7,Materials Nexus,https://www.crunchbase.com/organization/materials-nexus,Seed,2000000,GBP,2585409,2023-07-26,Seed,,,,Yes,"Artificial Intelligence (AI), Environmental Engineering, Machine Learning, Social Impact",Materials Nexus is a deep-tech company accelerating the change to net-zero materials,,"London, England, United Kingdom, Europe",http://materialsnexus.com,,2000000,GBP,2585409,Seed,3,Ada Ventures,"Ada Ventures, Andrew MacKay, Carbon13, ETCapital, G-Force, HTGF | High-Tech Gruenderfonds, Hugh Smith, Jamin Thompson, Jasmin Thomas, Katapult, MD ONE Ventures, Michael Eisenberg, University of Cambridge",1,13,"113,304"
