Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,CB Rank (Funding Round),Organization Industries,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,Diversity Spotlight
Seed Round - V8TE,https://www.crunchbase.com/funding_round/v8te-seed--df6c1005,V8TE,https://www.crunchbase.com/organization/v8te,Seed,550000,EUR,563558,2022-11-21,"19,116","Information Technology, Software",Seed,,,,Yes,V8TE provides a platform for users to cast their votes via video conference.,"Bordeaux, Aquitaine, France, Europe",https://www.v8te.com,,550000,EUR,563558,Seed,1,,"Arts et Métiers Business Angels, Banque Populaire Atlantique, BNP Paribas, Bpifrance, INSEAD Business Angels Alumni France",,5,
Pre Seed Round - DataFret,https://www.crunchbase.com/funding_round/datafret-pre-seed--148e904d,DataFret,https://www.crunchbase.com/organization/datafret,Pre-Seed,500000,EUR,560532,2023-05-05,"103,474","Logistics, Supply Chain Management, Transportation",Seed,,,,Yes,DataFret aids in the automation of goods invoicing processing.,"Bordeaux, Aquitaine, France, Europe",https://datafret.com,Less than $1M,500000,EUR,560532,Seed,1,,"Bpifrance, Crédit Agricole Alpes Provence, Finaqui Business Angels, Societe Generale, Thebault Thierry",,5,
Angel Round - api.video,https://www.crunchbase.com/funding_round/api-video-angel--81c5d31d,api.video,https://www.crunchbase.com/organization/api-video,Angel,560000,USD,560000,2020-04-22,"25,514","Developer Platform, Enterprise Software, Video Streaming",Seed,,,,Yes,Building the backbone of online video,"Bordeaux, Aquitaine, France, Europe",https://api.video,$1B to $10B,18360000,USD,18360000,Early Stage Venture,4,,"Cedric Sellin, Charlie Songhurst, Eduardo Ronzano, Financiere Saint James, Florian Douetteau, Frederic Montagnon, GUIBOR, Julien Romanetto, Michael Benabou, Nicolas Steegmann, Octave Klaba, Thibaud Elziere",,12,
Seed Round - On the wild side,https://www.crunchbase.com/funding_round/on-the-wild-side-seed--07e4f94a,On the wild side,https://www.crunchbase.com/organization/on-the-wild-side,Seed,500000,EUR,556273,2020-06-01,"140,152","Beauty, Consumer Goods, Cosmetics, Manufacturing",Seed,,,,Yes,On the wild side is a skincare and cosmetics products company.,"Bordeaux, Aquitaine, France, Europe",https://onthewildsidecosmetics.com,Less than $1M,500000,EUR,556273,Seed,1,,,,,
Seed Round - LE DRIVE TOUT NU,https://www.crunchbase.com/funding_round/le-drive-tout-nu-seed--492fdc3b,LE DRIVE TOUT NU,https://www.crunchbase.com/organization/le-drive-tout-nu,Seed,500000,EUR,555250,2020-05-29,"605,175","Consumer Goods, Retail",Seed,,,,Yes,LE DRIVE TOUT NU is a startup of Consumers services Buyer aid.,"Beauzelle, Midi-Pyrenees, France, Europe",https://ledrivetoutnu.com/,,6700000,EUR,6990468,,3,Investisseurs privés,Investisseurs privés,,1,
Pre Seed Round - Fari Analytics,https://www.crunchbase.com/funding_round/fari-analytics-pre-seed--723e7a55,Fari Analytics,https://www.crunchbase.com/organization/fari-analytics,Pre-Seed,500000,EUR,552873,2023-04-24,"15,750","Analytics, Artificial Intelligence (AI)",Seed,,,,Yes,Fari Analytics democratises access to the possibilities of data analysis and AI.,"Bordeaux, Aquitaine, France, Europe",https://www.fari-analytics.com/,,500000,EUR,552873,Seed,1,,"Bpifrance, Finaqui, Thebault Thierry",,3,
Debt Financing - U-Need Consulting,https://www.crunchbase.com/funding_round/u-need-consulting-debt-financing--d2acec2d,U-Need Consulting,https://www.crunchbase.com/organization/u-need-consulting,Debt Financing,500000,EUR,542065,2020-02-16,"91,227","Big Data, Information Services, Information Technology, Outsourcing, Web Development",,,,,No,U-Need is a consulting firm dedicated to the Management of complex projects and Digital Transformation.,"Toulouse, Midi-Pyrenees, France, Europe",https://u-need-consulting.com/fr/,,1250000,EUR,1355162,Private Equity,2,"Banques Populaires, LCL","Banques Populaires, LCL",,2,
Venture Round - Green Spot Technologies,https://www.crunchbase.com/funding_round/green-spot-technologies-series-unknown--0077e55c,Green Spot Technologies,https://www.crunchbase.com/organization/green-spot-technologies,Venture - Series Unknown,500000,EUR,541900,2023-05-17,"42,720","Food and Beverage, Health Care, Nutrition, Sustainability",,,,,Yes,Green Spot Technologies provides nutrition and sustainability services.,"Ramonville-saint-agne, Midi-Pyrenees, France, Europe",http://greenspot-tech.com,,2974938,EUR,3401447,,3,EIT Food,EIT Food,,1,
Pre Seed Round - Bonx,https://www.crunchbase.com/funding_round/bonx-9dfa-pre-seed--177d9ad4,Bonx,https://www.crunchbase.com/organization/bonx-9dfa,Pre-Seed,500000,EUR,535361,2023-09-08,"101,429","Construction, Industrial, Supply Chain Management",Seed,,,,Yes,"Bonx a startup studio focusing in operations (supply chain, construction, and industry), reinvents ERP for French SMEs.","Toulouse, Midi-Pyrenees, France, Europe",https://www.bonx.tech,,1600000,EUR,1749288,Seed,2,OSS Ventures,OSS Ventures,,1,
Grant - Luos,https://www.crunchbase.com/funding_round/luos-grant--f506aac8,Luos,https://www.crunchbase.com/organization/luos,Grant,450000,EUR,532867,2021-09-01,"639,612","Developer Tools, Embedded Software, Embedded Systems, Open Source, Robotics, Software",,,,,No,The world’s first open source devtool that makes hardware as agile as software,"Bordeaux, Aquitaine, France, Europe",https://www.luos.io,$1M to $10M,1830000,EUR,2191196,,5,Bpifrance,Bpifrance,,1,
Pre Seed Round - Hectarea,https://www.crunchbase.com/funding_round/hectarea-pre-seed--58cc9cd9,Hectarea,https://www.crunchbase.com/organization/hectarea,Pre-Seed,500000,EUR,526799,2023-10-12,"67,306",,Seed,,,,Yes,An agricultural land investment platform devoted to financing sustainable farming,"Castres-gironde, Aquitaine, France, Europe",https://hectarea.io,,500000,EUR,526799,Seed,1,,,,,
Equity Crowdfunding - Zèta,https://www.crunchbase.com/funding_round/zèta-equity-crowdfunding--b9106d6f,Zèta,https://www.crunchbase.com/organization/zèta,Equity Crowdfunding,455029,EUR,509228,2024-09-24,"43,899","Fashion, Manufacturing, Retail, Shoes",,4300000,EUR,4812174,Yes,"Zèta manufactures vegan, recyclable sneakers from plant materials and offers a coffee-based capsule collection.","Bordeaux, Aquitaine, France, Europe",https://www.zeta-shoes.com,,455029,EUR,509228,,1,,,,,
Debt Financing - Mayam,https://www.crunchbase.com/funding_round/vracoop-debt-financing--8f299c4d,Mayam,https://www.crunchbase.com/organization/vracoop,Debt Financing,450000,EUR,477949,2024-04-16,"31,917","Point of Sale, Retail Technology, Software",,,,,No,Mayam offers payment software and POS system solutions that promote the sale of bulk products and reduce packaging waste.,"Saint-jean-de-luz, Aquitaine, France, Europe",https://www.mayam.io,Less than $1M,450000,EUR,477949,,1,,"Barakinvest, BNP Paribas, Crédit Agricole, France Active, Nouvelle-Aquitaine Amorça, Région Nouvelle-Aquitaine",,6,
Pre Seed Round - Aloen,https://www.crunchbase.com/funding_round/aloen-987c-pre-seed--66381dea,Aloen,https://www.crunchbase.com/organization/aloen-987c,Pre-Seed,410000,EUR,444589,2024-04-05,"37,138","Software, Training",Seed,,,,Yes,Aloen provides an AI-powered solution for telephone prospecting and customer relations.,"Toulouse, Midi-Pyrenees, France, Europe",https://www.aloen.ai,,410000,EUR,444589,Seed,1,,"Guy Wiriath, Kima Ventures, Paul Le, Thomas Solignac, Unhiders Angels, ZEBOX Ventures",4,6,
Pre Seed Round - OuFormer,https://www.crunchbase.com/funding_round/ouformer-pre-seed--f5b1620a,OuFormer,https://www.crunchbase.com/organization/ouformer,Pre-Seed,400000,EUR,441037,2023-08-04,"151,063","Information Services, Training",Seed,,,,Yes,OuFormer provides a centralized gateway through which organizations may explore and schedule a wide variety of training courses.,"Bordeaux, Aquitaine, France, Europe",http://www.ouformer.com,,400000,EUR,441037,Seed,1,,"Bpifrance, Finaqui Business Angels",,2,
Seed Round - Doado,https://www.crunchbase.com/funding_round/doado-seed--a5d26020,Doado,https://www.crunchbase.com/organization/doado,Seed,400000,EUR,429259,2024-11-06,"11,724","Health Care, Medical",Seed,,,,Yes,Doado is an e-health application that allows you to take care of your back problems.,"Bordeaux, Aquitaine, France, Europe",https://www.doado.app,,400000,EUR,429259,Seed,1,,"Bpifrance, Région Nouvelle-Aquitaine",,2,
Pre Seed Round - The Zero Fund,https://www.crunchbase.com/funding_round/h64-pre-seed--3b467451,The Zero Fund,https://www.crunchbase.com/organization/h64,Pre-Seed,400000,EUR,429238,2023-02-07,"22,667","Blockchain, Environmental Consulting",Seed,,,,Yes,The Zero Fund is a climate fintech company that connects organizations with local community project developers.,"Pau, Aquitaine, France, Europe",https://thezerofund.eu/,,400000,EUR,429238,Seed,1,Hellen's Rock Capital,Hellen's Rock Capital,,1,
Pre Seed Round - Moviatech,https://www.crunchbase.com/funding_round/moviatech-pre-seed--0a266e81,Moviatech,https://www.crunchbase.com/organization/moviatech,Pre-Seed,400000,EUR,398120,2022-09-02,"156,013","Fleet Management, Software",Seed,,,,Yes,Mobility as a Service platform for all types of vehicles and all types of energy.,"Biarritz, Aquitaine, France, Europe",https://www.moviatech.tech/,,400000,EUR,398120,Seed,1,,,,,
Pre Seed Round - BicyCompost,https://www.crunchbase.com/funding_round/bicycompost-pre-seed--6b4e6a80,BicyCompost,https://www.crunchbase.com/organization/bicycompost,Pre-Seed,340000,EUR,371407,2023-06-19,"130,356","Biomass Energy, Natural Resources, Renewable Energy",Seed,,,,Yes,BicyCompost gathers bio-waste from professionals by bike in order to recover it locally in 100% natural compost.,"Bordeaux, Aquitaine, France, Europe",https://www.bicycompost.fr,,340000,EUR,371407,Seed,1,,,,,
Seed Round - Unitag,https://www.crunchbase.com/funding_round/unitag-seed--63ea32c5,Unitag,https://www.crunchbase.com/organization/unitag,Seed,280000,GBP,369743,2022-03-23,"134,982","Developer Tools, Mobile, QR Codes",Seed,,,,Yes,Offline to Online Marketing Platform,"Toulouse, Midi-Pyrenees, France, Europe",http://www.unitag.io,,280000,GBP,369743,Seed,1,,,,,
Angel Round - ZE Combi,https://www.crunchbase.com/funding_round/ze-combi-angel--0fef5983,ZE Combi,https://www.crunchbase.com/organization/ze-combi,Angel,310000,EUR,338216,2020-02-10,"138,548","Automotive, Manufacturing",Seed,,,,Yes,ZE Combi is a car manufacturer specializing in urban electric mobility.,"Labarthe-sur-lèze, Midi-Pyrenees, France, Europe",http://www.zecombi.com/,,310000,EUR,338216,Seed,1,Capitole Angels,Capitole Angels,,1,
Seed Round - Illumo Robotics,https://www.crunchbase.com/funding_round/illumo-robotics-seed--38a5280f,Illumo Robotics,https://www.crunchbase.com/organization/illumo-robotics,Seed,300000,EUR,321166,2023-01-01,"31,087","Artificial Intelligence (AI), Industrial Automation, Machine Learning, Robotics, Warehouse Automation, Warehousing",Seed,,,,Yes,Boost profits with fast and flexible picking robotics for e-commerce. Our tech brings speed and robustness to fulfillment—ready to scale?,"Toulouse, Midi-Pyrenees, France, Europe",https://www.illumo.ai/en/illumo-robotics-english/,Less than $1M,300000,EUR,321166,Seed,3,Demium Capital,Demium Capital,,1,
Pre Seed Round - Nimbl'bot,https://www.crunchbase.com/funding_round/nimbl-bot-pre-seed--075a5e7f,Nimbl'bot,https://www.crunchbase.com/organization/nimbl-bot,Pre-Seed,250000,EUR,301770,2020-12-01,"132,819","Health Care, Robotics",Seed,,,,Yes,Nimbl'bot argues that robotics can help to protect the health of manual workers.,"Bordeaux, Aquitaine, France, Europe",https://nimbl-bot.com,$1M to $10M,2250000,EUR,2454275,Seed,2,,,,,
Pre Seed Round - DEFIT,https://www.crunchbase.com/funding_round/defit-pre-seed--75ebcb66,DEFIT,https://www.crunchbase.com/organization/defit,Pre-Seed,300000,USD,300000,2021-03-20,"102,208","Blockchain, Fitness, Mobile Apps, Web3",Seed,,,,Yes,DEFIT is the leading web3 Lifestyle app,"Pau, Aquitaine, France, Europe",https://defit.com,,300000,USD,300000,Seed,1,,,,,
Pre Seed Round - api.video,https://www.crunchbase.com/funding_round/api-video-pre-seed--44235ea1,api.video,https://www.crunchbase.com/organization/api-video,Pre-Seed,300000,USD,300000,2020-01-09,"416,042","Developer Platform, Enterprise Software, Video Streaming",Seed,,,,Yes,Building the backbone of online video,"Bordeaux, Aquitaine, France, Europe",https://api.video,$1B to $10B,18360000,USD,18360000,Early Stage Venture,4,,Kima Ventures,,1,
Seed Round - Declique,https://www.crunchbase.com/funding_round/declique-seed--e340894c,Declique,https://www.crunchbase.com/organization/declique,Seed,250000,EUR,296592,2020-11-17,"286,549",Information Technology,Seed,,,,Yes,Declique specializes in quantifying the loss of time and money on production lines.,"Labège, Midi-Pyrenees, France, Europe",https://www.declique.fr/,,416592,USD,416592,Seed,4,La French Tech,La French Tech,,1,
Pre Seed Round - Cogntivie Engines,https://www.crunchbase.com/funding_round/cogntivie-engines-pre-seed--2a9b2704,Cogntivie Engines,https://www.crunchbase.com/organization/cogntivie-engines,Pre-Seed,240000,EUR,261423,2024-07-19,"34,516","Artificial Intelligence (AI), Robotic Process Automation (RPA), Robotics",Seed,,,,Yes,Cognitive Engines is a robotics integrator using AI and real-time vision to control industrial robot arms.,"Cestas, Aquitaine, France, Europe",https://cogengines.com,,240000,EUR,261423,Seed,1,,"Investessor, Les Business Angels des Grandes Écoles",,2,
Seed Round - Global Smart Rescue,https://www.crunchbase.com/funding_round/global-smart-rescue-seed--13533328,Global Smart Rescue,https://www.crunchbase.com/organization/global-smart-rescue,Seed,240000,EUR,255278,2022-12-27,"19,034",Information Technology,Seed,1500000,EUR,1595490,Yes,Global Smart Rescue patented technology is based on black-boxes equipped with advance communication system.,"Toulouse, Midi-Pyrenees, France, Europe",https://globalsmartrescue.com/,Less than $1M,340000,EUR,367893,Seed,2,,,,,
Equity Crowdfunding - Rematch,https://www.crunchbase.com/funding_round/rematch-b915-equity-crowdfunding--61deee83,Rematch,https://www.crunchbase.com/organization/rematch-b915,Equity Crowdfunding,219131,EUR,235514,2023-09-11,"93,910","Hockey, Outdoors, Sports, Volley Ball",,5575341,EUR,5992181,Yes,"Rematch is a video editing application that allows users to edit, record, and share videos and highlights of the game.","Bordeaux, Aquitaine, France, Europe",https://www.rematch.tv/en/,,1719131,EUR,1844526,,2,,Crowdcube,,1,
Equity Crowdfunding - Horiz.io,https://www.crunchbase.com/funding_round/horiz-io-equity-crowdfunding--5cd4da87,Horiz.io,https://www.crunchbase.com/organization/horiz-io,Equity Crowdfunding,220975,EUR,234581,2023-11-02,"90,045","Leasing, Payments, Real Estate Investment, Rental, Software",,5220926,EUR,5542384,Yes,Horiz.io is a tool for evaluating the profitability of a rental real estate project.,"Bordeaux, Aquitaine, France, Europe",https://horiz.io,,220975,EUR,234581,,1,,Crowdcube,,1,
Pre Seed Round - ETSEME,https://www.crunchbase.com/funding_round/etseme-pre-seed--50d1854c,ETSEME,https://www.crunchbase.com/organization/etseme,Pre-Seed,200000,EUR,201615,2022-11-08,"24,513",,Seed,,,,Yes,"ETSEME turns stress into a measurable, accessible and actionable data, all in real time !","Bordeaux, Aquitaine, France, Europe",https://www.etseme.com/,,200000,EUR,201615,Seed,1,,,,,
Series A - EyeLights,https://www.crunchbase.com/funding_round/eyelights-series-a--c53db038,EyeLights,https://www.crunchbase.com/organization/eyelights,Series A,199896,USD,199896,2022-09-19,"21,230","Electronics, Information Services, Information Technology",Early Stage Venture,,,,Yes,EyeLights provides guidance solutions for motorcycles and driving aids.,"Labège, Midi-Pyrenees, France, Europe",https://www.eye-lights.com/,$1M to $10M,27841497,USD,27841497,Early Stage Venture,5,,"European Innovation Council, Techstars",,2,
Angel Round - GoStan,https://www.crunchbase.com/funding_round/gostan-angel--17c5aee8,GoStan,https://www.crunchbase.com/organization/gostan,Angel,175000,EUR,190269,2024-07-26,"44,563","Food and Beverage, Software, Wine And Spirits",Seed,,,,Yes,GoStan is a software designed for sommeliers and restaurant managers to analyze and manage performance in beverage and wine cellars.,"Bordeaux, Aquitaine, France, Europe",https://gostan.io/,,175000,EUR,190269,Seed,1,,,,,
Pre Seed Round - Bynd,https://www.crunchbase.com/funding_round/bynd-a27d-pre-seed--44cc244f,Bynd,https://www.crunchbase.com/organization/bynd-a27d,Pre-Seed,170000,USD,170000,2022-06-24,"112,627",E-Commerce,Seed,,,,Yes,Bynd is a SaaS platform to create online marketplaces.,"Toulouse, Midi-Pyrenees, France, Europe",https://bynd.fr/,,170000,USD,170000,Seed,1,,,,,
Pre Seed Round - Theseus,https://www.crunchbase.com/funding_round/theseus-pre-seed--f5e6836d,Theseus,https://www.crunchbase.com/organization/theseus,Pre-Seed,150000,EUR,165779,2023-04-13,"109,809","Audio, Database, Information Technology, Meeting Software, Software",Seed,,,,Yes,Theseus creates and develops a digital tool that analyzes and organizes points of recorded conversations.,"Bordeaux, Aquitaine, France, Europe",https://www.theseus-ai.com,,150000,EUR,165779,Seed,1,,Antler,,1,
Pre Seed Round - Harvy,https://www.crunchbase.com/funding_round/harvy-pre-seed--eb76e327,Harvy,https://www.crunchbase.com/organization/harvy,Pre-Seed,150000,EUR,162098,2023-03-27,"542,020","Agriculture, AgTech, Farming",Seed,,,,Yes,Harvy offers a delivery management platform that helps producers and retailers reduce their logistics costs.,"Villeneuve-sur-lot, Aquitaine, France, Europe",https://www.harvy.tech,,1150000,EUR,1250060,Seed,2,Antler,Antler,,1,
